Metricas para cada etiqueta,estado
accuracy,0.9174780915287245
recall,0.9174780915287245
precision,0.9338130893629157
f1 score,0.9154850548467973
balanced accuracy,0.917371794871795
log loss,1.4060907854928553
average precision,0.9740992935809312
roc auc,0.9834796186719263
matthews corrcoef,0.8507066546462067
