Alumno,creditos obligatorios,creditos optativos,1100021_ini,1100022_ini,1100023_ini,1100024_ini,1100025_ini,1100026_ini,1100034_ini,1100035_ini,1100037_ini,1100038_ini,1100039_ini,1100040_ini,1100041_ini,1100073_ini,1100074_ini,1100075_ini,1100076_ini,1100077_ini,1100078_ini,1100079_ini,1100080_ini,1100081_ini,1100082_ini,1100083_ini,1100084_ini,1100085_ini,1100086_ini,1100087_ini,1100088_ini,1100089_ini,1100090_ini,1100091_ini,1100092_ini,1100093_ini,1100094_ini,1100095_ini,1100096_ini,1100099_ini,1100105_ini,1100115_ini,1100125_ini,1100135_ini,1100141_ini,1100142_ini,1100143_ini,1100901_ini,1100902_ini,1100903_ini,1100907_ini,1100908_ini,1100910_ini,1100917_ini,1100918_ini,1100919_ini,1100920_ini,1100921_ini,1100922_ini,1100923_ini,1100924_ini,1100925_ini,1100926_ini,1100928_ini,1100938_ini,1100940_ini,1100941_ini,1111078_ini,1111079_ini,1111081_ini,1111083_ini,1111090_ini,1111092_ini,1111093_ini,1112005_ini,1112013_ini,1112016_ini,1112017_ini,1112022_ini,1112029_ini,1112030_ini,1112032_ini,1112033_ini,1112036_ini,1112040_ini,1112042_ini,1112043_ini,1113046_ini,1113084_ini,1113085_ini,1113086_ini,1113087_ini,1120012_ini,1121025_ini,1121028_ini,1121032_ini,1121034_ini,1121037_ini,1121038_ini,1121039_ini,1121040_ini,1121043_ini,1121044_ini,1121046_ini,1121047_ini,1121053_ini,1121054_ini,1121056_ini,1121057_ini,1121058_ini,1121060_ini,1121061_ini,1122009_ini,1122012_ini,1122014_ini,1122015_ini,1122016_ini,1122017_ini,1122018_ini,1122020_ini,1122021_ini,1122022_ini,1122023_ini,1122024_ini,1122025_ini,1122026_ini,1122027_ini,1122028_ini,1122029_ini,1122030_ini,1122031_ini,1122032_ini,1123024_ini,1123028_ini,1123034_ini,1123040_ini,1123041_ini,1123042_ini,1123043_ini,1123044_ini,1123045_ini,1123046_ini,1123047_ini,1123048_ini,1123050_ini,1123051_ini,1123057_ini,1124001_ini,1124003_ini,1124005_ini,1124040_ini,1124041_ini,1124043_ini,1124044_ini,1124045_ini,1124047_ini,1124048_ini,1124049_ini,1124050_ini,1124051_ini,1124055_ini,1124056_ini,1131070_ini,1131071_ini,1133009_ini,1133014_ini,1133015_ini,1133024_ini,1133032_ini,1133048_ini,1133059_ini,1133060_ini,1133061_ini,1151018_ini,1151038_ini,1151039_ini,1151040_ini,1151041_ini,1151042_ini,1151044_ini,1151045_ini,1151046_ini,1151051_ini,1151062_ini,1151063_ini,1151069_ini,1151072_ini,1151073_ini,1152001_ini,1152002_ini,1153001_ini,1155006_ini,1200100_ini,1200101_ini,1100021_cal,1100022_cal,1100023_cal,1100024_cal,1100025_cal,1100026_cal,1100034_cal,1100035_cal,1100037_cal,1100038_cal,1100039_cal,1100040_cal,1100041_cal,1100073_cal,1100074_cal,1100075_cal,1100076_cal,1100077_cal,1100078_cal,1100079_cal,1100080_cal,1100081_cal,1100082_cal,1100083_cal,1100084_cal,1100085_cal,1100086_cal,1100087_cal,1100088_cal,1100089_cal,1100090_cal,1100091_cal,1100092_cal,1100093_cal,1100094_cal,1100095_cal,1100096_cal,1100099_cal,1100105_cal,1100115_cal,1100125_cal,1100135_cal,1100141_cal,1100142_cal,1100143_cal,1100901_cal,1100902_cal,1100903_cal,1100907_cal,1100908_cal,1100910_cal,1100917_cal,1100918_cal,1100919_cal,1100920_cal,1100921_cal,1100922_cal,1100923_cal,1100924_cal,1100925_cal,1100926_cal,1100928_cal,1100938_cal,1100940_cal,1100941_cal,1111078_cal,1111079_cal,1111081_cal,1111083_cal,1111090_cal,1111092_cal,1111093_cal,1112005_cal,1112013_cal,1112016_cal,1112017_cal,1112022_cal,1112029_cal,1112030_cal,1112032_cal,1112033_cal,1112036_cal,1112040_cal,1112042_cal,1112043_cal,1113046_cal,1113084_cal,1113085_cal,1113086_cal,1113087_cal,1120012_cal,1121025_cal,1121028_cal,1121032_cal,1121034_cal,1121037_cal,1121038_cal,1121039_cal,1121040_cal,1121043_cal,1121044_cal,1121046_cal,1121047_cal,1121053_cal,1121054_cal,1121056_cal,1121057_cal,1121058_cal,1121060_cal,1121061_cal,1122009_cal,1122012_cal,1122014_cal,1122015_cal,1122016_cal,1122017_cal,1122018_cal,1122020_cal,1122021_cal,1122022_cal,1122023_cal,1122024_cal,1122025_cal,1122026_cal,1122027_cal,1122028_cal,1122029_cal,1122030_cal,1122031_cal,1122032_cal,1123024_cal,1123028_cal,1123034_cal,1123040_cal,1123041_cal,1123042_cal,1123043_cal,1123044_cal,1123045_cal,1123046_cal,1123047_cal,1123048_cal,1123050_cal,1123051_cal,1123057_cal,1124001_cal,1124003_cal,1124005_cal,1124040_cal,1124041_cal,1124043_cal,1124044_cal,1124045_cal,1124047_cal,1124048_cal,1124049_cal,1124050_cal,1124051_cal,1124055_cal,1124056_cal,1131070_cal,1131071_cal,1133009_cal,1133014_cal,1133015_cal,1133024_cal,1133032_cal,1133048_cal,1133059_cal,1133060_cal,1133061_cal,1151018_cal,1151038_cal,1151039_cal,1151040_cal,1151041_cal,1151042_cal,1151044_cal,1151045_cal,1151046_cal,1151051_cal,1151062_cal,1151063_cal,1151069_cal,1151072_cal,1151073_cal,1152001_cal,1152002_cal,1153001_cal,1155006_cal,1200100_cal,1200101_cal,1100021_int,1100022_int,1100023_int,1100024_int,1100025_int,1100026_int,1100034_int,1100035_int,1100037_int,1100038_int,1100039_int,1100040_int,1100041_int,1100073_int,1100074_int,1100075_int,1100076_int,1100077_int,1100078_int,1100079_int,1100080_int,1100081_int,1100082_int,1100083_int,1100084_int,1100085_int,1100086_int,1100087_int,1100088_int,1100089_int,1100090_int,1100091_int,1100092_int,1100093_int,1100094_int,1100095_int,1100096_int,1100099_int,1100105_int,1100115_int,1100125_int,1100135_int,1100141_int,1100142_int,1100143_int,1100901_int,1100902_int,1100903_int,1100907_int,1100908_int,1100910_int,1100917_int,1100918_int,1100919_int,1100920_int,1100921_int,1100922_int,1100923_int,1100924_int,1100925_int,1100926_int,1100928_int,1100938_int,1100940_int,1100941_int,1111078_int,1111079_int,1111081_int,1111083_int,1111090_int,1111092_int,1111093_int,1112005_int,1112013_int,1112016_int,1112017_int,1112022_int,1112029_int,1112030_int,1112032_int,1112033_int,1112036_int,1112040_int,1112042_int,1112043_int,1113046_int,1113084_int,1113085_int,1113086_int,1113087_int,1120012_int,1121025_int,1121028_int,1121032_int,1121034_int,1121037_int,1121038_int,1121039_int,1121040_int,1121043_int,1121044_int,1121046_int,1121047_int,1121053_int,1121054_int,1121056_int,1121057_int,1121058_int,1121060_int,1121061_int,1122009_int,1122012_int,1122014_int,1122015_int,1122016_int,1122017_int,1122018_int,1122020_int,1122021_int,1122022_int,1122023_int,1122024_int,1122025_int,1122026_int,1122027_int,1122028_int,1122029_int,1122030_int,1122031_int,1122032_int,1123024_int,1123028_int,1123034_int,1123040_int,1123041_int,1123042_int,1123043_int,1123044_int,1123045_int,1123046_int,1123047_int,1123048_int,1123050_int,1123051_int,1123057_int,1124001_int,1124003_int,1124005_int,1124040_int,1124041_int,1124043_int,1124044_int,1124045_int,1124047_int,1124048_int,1124049_int,1124050_int,1124051_int,1124055_int,1124056_int,1131070_int,1131071_int,1133009_int,1133014_int,1133015_int,1133024_int,1133032_int,1133048_int,1133059_int,1133060_int,1133061_int,1151018_int,1151038_int,1151039_int,1151040_int,1151041_int,1151042_int,1151044_int,1151045_int,1151046_int,1151051_int,1151062_int,1151063_int,1151069_int,1151072_int,1151073_int,1152001_int,1152002_int,1153001_int,1155006_int,1200100_int,1200101_int,1100021_REC,1100022_REC,1100023_REC,1100024_REC,1100025_REC,1100026_REC,1100034_REC,1100035_REC,1100037_REC,1100038_REC,1100039_REC,1100040_REC,1100041_REC,1100073_REC,1100074_REC,1100075_REC,1100076_REC,1100077_REC,1100078_REC,1100079_REC,1100080_REC,1100081_REC,1100082_REC,1100083_REC,1100084_REC,1100085_REC,1100086_REC,1100087_REC,1100088_REC,1100089_REC,1100090_REC,1100091_REC,1100092_REC,1100093_REC,1100094_REC,1100095_REC,1100096_REC,1100099_REC,1100105_REC,1100115_REC,1100125_REC,1100135_REC,1100141_REC,1100142_REC,1100143_REC,1100901_REC,1100902_REC,1100903_REC,1100907_REC,1100908_REC,1100910_REC,1100917_REC,1100918_REC,1100919_REC,1100920_REC,1100921_REC,1100922_REC,1100923_REC,1100924_REC,1100925_REC,1100926_REC,1100928_REC,1100938_REC,1100940_REC,1100941_REC,1111078_REC,1111079_REC,1111081_REC,1111083_REC,1111090_REC,1111092_REC,1111093_REC,1112005_REC,1112013_REC,1112016_REC,1112017_REC,1112022_REC,1112029_REC,1112030_REC,1112032_REC,1112033_REC,1112036_REC,1112040_REC,1112042_REC,1112043_REC,1113046_REC,1113084_REC,1113085_REC,1113086_REC,1113087_REC,1120012_REC,1121025_REC,1121028_REC,1121032_REC,1121034_REC,1121037_REC,1121038_REC,1121039_REC,1121040_REC,1121043_REC,1121044_REC,1121046_REC,1121047_REC,1121053_REC,1121054_REC,1121056_REC,1121057_REC,1121058_REC,1121060_REC,1121061_REC,1122009_REC,1122012_REC,1122014_REC,1122015_REC,1122016_REC,1122017_REC,1122018_REC,1122020_REC,1122021_REC,1122022_REC,1122023_REC,1122024_REC,1122025_REC,1122026_REC,1122027_REC,1122028_REC,1122029_REC,1122030_REC,1122031_REC,1122032_REC,1123024_REC,1123028_REC,1123034_REC,1123040_REC,1123041_REC,1123042_REC,1123043_REC,1123044_REC,1123045_REC,1123046_REC,1123047_REC,1123048_REC,1123050_REC,1123051_REC,1123057_REC,1124001_REC,1124003_REC,1124005_REC,1124040_REC,1124041_REC,1124043_REC,1124044_REC,1124045_REC,1124047_REC,1124048_REC,1124049_REC,1124050_REC,1124051_REC,1124055_REC,1124056_REC,1131070_REC,1131071_REC,1133009_REC,1133014_REC,1133015_REC,1133024_REC,1133032_REC,1133048_REC,1133059_REC,1133060_REC,1133061_REC,1151018_REC,1151038_REC,1151039_REC,1151040_REC,1151041_REC,1151042_REC,1151044_REC,1151045_REC,1151046_REC,1151051_REC,1151062_REC,1151063_REC,1151069_REC,1151072_REC,1151073_REC,1152001_REC,1152002_REC,1153001_REC,1155006_REC,1200100_REC,1200101_REC,1100021_GLO,1100022_GLO,1100023_GLO,1100024_GLO,1100025_GLO,1100026_GLO,1100034_GLO,1100035_GLO,1100037_GLO,1100038_GLO,1100039_GLO,1100040_GLO,1100041_GLO,1100073_GLO,1100074_GLO,1100075_GLO,1100076_GLO,1100077_GLO,1100078_GLO,1100079_GLO,1100080_GLO,1100081_GLO,1100082_GLO,1100083_GLO,1100084_GLO,1100085_GLO,1100086_GLO,1100087_GLO,1100088_GLO,1100089_GLO,1100090_GLO,1100091_GLO,1100092_GLO,1100093_GLO,1100094_GLO,1100095_GLO,1100096_GLO,1100099_GLO,1100105_GLO,1100115_GLO,1100125_GLO,1100135_GLO,1100141_GLO,1100142_GLO,1100143_GLO,1100901_GLO,1100902_GLO,1100903_GLO,1100907_GLO,1100908_GLO,1100910_GLO,1100917_GLO,1100918_GLO,1100919_GLO,1100920_GLO,1100921_GLO,1100922_GLO,1100923_GLO,1100924_GLO,1100925_GLO,1100926_GLO,1100928_GLO,1100938_GLO,1100940_GLO,1100941_GLO,1111078_GLO,1111079_GLO,1111081_GLO,1111083_GLO,1111090_GLO,1111092_GLO,1111093_GLO,1112005_GLO,1112013_GLO,1112016_GLO,1112017_GLO,1112022_GLO,1112029_GLO,1112030_GLO,1112032_GLO,1112033_GLO,1112036_GLO,1112040_GLO,1112042_GLO,1112043_GLO,1113046_GLO,1113084_GLO,1113085_GLO,1113086_GLO,1113087_GLO,1120012_GLO,1121025_GLO,1121028_GLO,1121032_GLO,1121034_GLO,1121037_GLO,1121038_GLO,1121039_GLO,1121040_GLO,1121043_GLO,1121044_GLO,1121046_GLO,1121047_GLO,1121053_GLO,1121054_GLO,1121056_GLO,1121057_GLO,1121058_GLO,1121060_GLO,1121061_GLO,1122009_GLO,1122012_GLO,1122014_GLO,1122015_GLO,1122016_GLO,1122017_GLO,1122018_GLO,1122020_GLO,1122021_GLO,1122022_GLO,1122023_GLO,1122024_GLO,1122025_GLO,1122026_GLO,1122027_GLO,1122028_GLO,1122029_GLO,1122030_GLO,1122031_GLO,1122032_GLO,1123024_GLO,1123028_GLO,1123034_GLO,1123040_GLO,1123041_GLO,1123042_GLO,1123043_GLO,1123044_GLO,1123045_GLO,1123046_GLO,1123047_GLO,1123048_GLO,1123050_GLO,1123051_GLO,1123057_GLO,1124001_GLO,1124003_GLO,1124005_GLO,1124040_GLO,1124041_GLO,1124043_GLO,1124044_GLO,1124045_GLO,1124047_GLO,1124048_GLO,1124049_GLO,1124050_GLO,1124051_GLO,1124055_GLO,1124056_GLO,1131070_GLO,1131071_GLO,1133009_GLO,1133014_GLO,1133015_GLO,1133024_GLO,1133032_GLO,1133048_GLO,1133059_GLO,1133060_GLO,1133061_GLO,1151018_GLO,1151038_GLO,1151039_GLO,1151040_GLO,1151041_GLO,1151042_GLO,1151044_GLO,1151045_GLO,1151046_GLO,1151051_GLO,1151062_GLO,1151063_GLO,1151069_GLO,1151072_GLO,1151073_GLO,1152001_GLO,1152002_GLO,1153001_GLO,1155006_GLO,1200100_GLO,1200101_GLO
0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,8.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
