Alumno,creditos obligatorios,creditos optativos,1100021_ini,1100022_ini,1100023_ini,1100024_ini,1100025_ini,1100026_ini,1100037_ini,1100038_ini,1100039_ini,1100040_ini,1100041_ini,1100073_ini,1100074_ini,1100075_ini,1100076_ini,1100077_ini,1100078_ini,1100079_ini,1100080_ini,1100081_ini,1100082_ini,1100083_ini,1100084_ini,1100085_ini,1100086_ini,1100087_ini,1100088_ini,1100089_ini,1100090_ini,1100091_ini,1100092_ini,1100093_ini,1100094_ini,1100095_ini,1100096_ini,1100099_ini,1100106_ini,1100116_ini,1100126_ini,1100136_ini,1100141_ini,1100142_ini,1100143_ini,1100901_ini,1100902_ini,1100903_ini,1100907_ini,1100908_ini,1100910_ini,1100917_ini,1100918_ini,1100919_ini,1100920_ini,1100921_ini,1100922_ini,1100923_ini,1100924_ini,1100925_ini,1100926_ini,1100928_ini,1100938_ini,1100940_ini,1100941_ini,1110003_ini,1111013_ini,1111019_ini,1111032_ini,1111034_ini,1111043_ini,1111044_ini,1111045_ini,1111048_ini,1111052_ini,1111053_ini,1111054_ini,1111055_ini,1111057_ini,1111058_ini,1111059_ini,1111060_ini,1111066_ini,1111067_ini,1111069_ini,1111070_ini,1111078_ini,1111079_ini,1111081_ini,1111083_ini,1111085_ini,1111087_ini,1111088_ini,1111090_ini,1111091_ini,1111092_ini,1111093_ini,1111094_ini,1111095_ini,1112005_ini,1112013_ini,1112015_ini,1112016_ini,1112017_ini,1112029_ini,1112030_ini,1112042_ini,1112043_ini,1113046_ini,1113057_ini,1113069_ini,1113070_ini,1113071_ini,1113084_ini,1113085_ini,1113086_ini,1113087_ini,1121037_ini,1121040_ini,1122012_ini,1123016_ini,1123021_ini,1123034_ini,1123040_ini,1123041_ini,1123043_ini,1123044_ini,1123045_ini,1123046_ini,1123055_ini,1123056_ini,1124001_ini,1124003_ini,1124005_ini,1124049_ini,1124050_ini,1131065_ini,1131068_ini,1131070_ini,1131071_ini,1132026_ini,1132029_ini,1132030_ini,1132040_ini,1132041_ini,1132042_ini,1132048_ini,1132049_ini,1132050_ini,1132052_ini,1132064_ini,1132065_ini,1132067_ini,1132068_ini,1132091_ini,1132092_ini,1132093_ini,1132094_ini,1132099_ini,1133003_ini,1133009_ini,1133014_ini,1133015_ini,1133016_ini,1133024_ini,1133032_ini,1133048_ini,1133049_ini,1133055_ini,1133060_ini,1133061_ini,1134002_ini,1134003_ini,1134004_ini,1135051_ini,1137005_ini,1137006_ini,1137007_ini,1137015_ini,1141006_ini,1142025_ini,1145001_ini,1145052_ini,1145054_ini,1145055_ini,1145056_ini,1145057_ini,1145058_ini,1145060_ini,1145061_ini,1145066_ini,1145071_ini,1145072_ini,1145091_ini,1146038_ini,1146041_ini,1151009_ini,1151038_ini,1151039_ini,1151042_ini,1152001_ini,1153001_ini,1154016_ini,1154029_ini,1154042_ini,1154045_ini,1200100_ini,1200101_ini,1100021_cal,1100022_cal,1100023_cal,1100024_cal,1100025_cal,1100026_cal,1100037_cal,1100038_cal,1100039_cal,1100040_cal,1100041_cal,1100073_cal,1100074_cal,1100075_cal,1100076_cal,1100077_cal,1100078_cal,1100079_cal,1100080_cal,1100081_cal,1100082_cal,1100083_cal,1100084_cal,1100085_cal,1100086_cal,1100087_cal,1100088_cal,1100089_cal,1100090_cal,1100091_cal,1100092_cal,1100093_cal,1100094_cal,1100095_cal,1100096_cal,1100099_cal,1100106_cal,1100116_cal,1100126_cal,1100136_cal,1100141_cal,1100142_cal,1100143_cal,1100901_cal,1100902_cal,1100903_cal,1100907_cal,1100908_cal,1100910_cal,1100917_cal,1100918_cal,1100919_cal,1100920_cal,1100921_cal,1100922_cal,1100923_cal,1100924_cal,1100925_cal,1100926_cal,1100928_cal,1100938_cal,1100940_cal,1100941_cal,1110003_cal,1111013_cal,1111019_cal,1111032_cal,1111034_cal,1111043_cal,1111044_cal,1111045_cal,1111048_cal,1111052_cal,1111053_cal,1111054_cal,1111055_cal,1111057_cal,1111058_cal,1111059_cal,1111060_cal,1111066_cal,1111067_cal,1111069_cal,1111070_cal,1111078_cal,1111079_cal,1111081_cal,1111083_cal,1111085_cal,1111087_cal,1111088_cal,1111090_cal,1111091_cal,1111092_cal,1111093_cal,1111094_cal,1111095_cal,1112005_cal,1112013_cal,1112015_cal,1112016_cal,1112017_cal,1112029_cal,1112030_cal,1112042_cal,1112043_cal,1113046_cal,1113057_cal,1113069_cal,1113070_cal,1113071_cal,1113084_cal,1113085_cal,1113086_cal,1113087_cal,1121037_cal,1121040_cal,1122012_cal,1123016_cal,1123021_cal,1123034_cal,1123040_cal,1123041_cal,1123043_cal,1123044_cal,1123045_cal,1123046_cal,1123055_cal,1123056_cal,1124001_cal,1124003_cal,1124005_cal,1124049_cal,1124050_cal,1131065_cal,1131068_cal,1131070_cal,1131071_cal,1132026_cal,1132029_cal,1132030_cal,1132040_cal,1132041_cal,1132042_cal,1132048_cal,1132049_cal,1132050_cal,1132052_cal,1132064_cal,1132065_cal,1132067_cal,1132068_cal,1132091_cal,1132092_cal,1132093_cal,1132094_cal,1132099_cal,1133003_cal,1133009_cal,1133014_cal,1133015_cal,1133016_cal,1133024_cal,1133032_cal,1133048_cal,1133049_cal,1133055_cal,1133060_cal,1133061_cal,1134002_cal,1134003_cal,1134004_cal,1135051_cal,1137005_cal,1137006_cal,1137007_cal,1137015_cal,1141006_cal,1142025_cal,1145001_cal,1145052_cal,1145054_cal,1145055_cal,1145056_cal,1145057_cal,1145058_cal,1145060_cal,1145061_cal,1145066_cal,1145071_cal,1145072_cal,1145091_cal,1146038_cal,1146041_cal,1151009_cal,1151038_cal,1151039_cal,1151042_cal,1152001_cal,1153001_cal,1154016_cal,1154029_cal,1154042_cal,1154045_cal,1200100_cal,1200101_cal,1100021_int,1100022_int,1100023_int,1100024_int,1100025_int,1100026_int,1100037_int,1100038_int,1100039_int,1100040_int,1100041_int,1100073_int,1100074_int,1100075_int,1100076_int,1100077_int,1100078_int,1100079_int,1100080_int,1100081_int,1100082_int,1100083_int,1100084_int,1100085_int,1100086_int,1100087_int,1100088_int,1100089_int,1100090_int,1100091_int,1100092_int,1100093_int,1100094_int,1100095_int,1100096_int,1100099_int,1100106_int,1100116_int,1100126_int,1100136_int,1100141_int,1100142_int,1100143_int,1100901_int,1100902_int,1100903_int,1100907_int,1100908_int,1100910_int,1100917_int,1100918_int,1100919_int,1100920_int,1100921_int,1100922_int,1100923_int,1100924_int,1100925_int,1100926_int,1100928_int,1100938_int,1100940_int,1100941_int,1110003_int,1111013_int,1111019_int,1111032_int,1111034_int,1111043_int,1111044_int,1111045_int,1111048_int,1111052_int,1111053_int,1111054_int,1111055_int,1111057_int,1111058_int,1111059_int,1111060_int,1111066_int,1111067_int,1111069_int,1111070_int,1111078_int,1111079_int,1111081_int,1111083_int,1111085_int,1111087_int,1111088_int,1111090_int,1111091_int,1111092_int,1111093_int,1111094_int,1111095_int,1112005_int,1112013_int,1112015_int,1112016_int,1112017_int,1112029_int,1112030_int,1112042_int,1112043_int,1113046_int,1113057_int,1113069_int,1113070_int,1113071_int,1113084_int,1113085_int,1113086_int,1113087_int,1121037_int,1121040_int,1122012_int,1123016_int,1123021_int,1123034_int,1123040_int,1123041_int,1123043_int,1123044_int,1123045_int,1123046_int,1123055_int,1123056_int,1124001_int,1124003_int,1124005_int,1124049_int,1124050_int,1131065_int,1131068_int,1131070_int,1131071_int,1132026_int,1132029_int,1132030_int,1132040_int,1132041_int,1132042_int,1132048_int,1132049_int,1132050_int,1132052_int,1132064_int,1132065_int,1132067_int,1132068_int,1132091_int,1132092_int,1132093_int,1132094_int,1132099_int,1133003_int,1133009_int,1133014_int,1133015_int,1133016_int,1133024_int,1133032_int,1133048_int,1133049_int,1133055_int,1133060_int,1133061_int,1134002_int,1134003_int,1134004_int,1135051_int,1137005_int,1137006_int,1137007_int,1137015_int,1141006_int,1142025_int,1145001_int,1145052_int,1145054_int,1145055_int,1145056_int,1145057_int,1145058_int,1145060_int,1145061_int,1145066_int,1145071_int,1145072_int,1145091_int,1146038_int,1146041_int,1151009_int,1151038_int,1151039_int,1151042_int,1152001_int,1153001_int,1154016_int,1154029_int,1154042_int,1154045_int,1200100_int,1200101_int,1100021_REC,1100022_REC,1100023_REC,1100024_REC,1100025_REC,1100026_REC,1100037_REC,1100038_REC,1100039_REC,1100040_REC,1100041_REC,1100073_REC,1100074_REC,1100075_REC,1100076_REC,1100077_REC,1100078_REC,1100079_REC,1100080_REC,1100081_REC,1100082_REC,1100083_REC,1100084_REC,1100085_REC,1100086_REC,1100087_REC,1100088_REC,1100089_REC,1100090_REC,1100091_REC,1100092_REC,1100093_REC,1100094_REC,1100095_REC,1100096_REC,1100099_REC,1100106_REC,1100116_REC,1100126_REC,1100136_REC,1100141_REC,1100142_REC,1100143_REC,1100901_REC,1100902_REC,1100903_REC,1100907_REC,1100908_REC,1100910_REC,1100917_REC,1100918_REC,1100919_REC,1100920_REC,1100921_REC,1100922_REC,1100923_REC,1100924_REC,1100925_REC,1100926_REC,1100928_REC,1100938_REC,1100940_REC,1100941_REC,1110003_REC,1111013_REC,1111019_REC,1111032_REC,1111034_REC,1111043_REC,1111044_REC,1111045_REC,1111048_REC,1111052_REC,1111053_REC,1111054_REC,1111055_REC,1111057_REC,1111058_REC,1111059_REC,1111060_REC,1111066_REC,1111067_REC,1111069_REC,1111070_REC,1111078_REC,1111079_REC,1111081_REC,1111083_REC,1111085_REC,1111087_REC,1111088_REC,1111090_REC,1111091_REC,1111092_REC,1111093_REC,1111094_REC,1111095_REC,1112005_REC,1112013_REC,1112015_REC,1112016_REC,1112017_REC,1112029_REC,1112030_REC,1112042_REC,1112043_REC,1113046_REC,1113057_REC,1113069_REC,1113070_REC,1113071_REC,1113084_REC,1113085_REC,1113086_REC,1113087_REC,1121037_REC,1121040_REC,1122012_REC,1123016_REC,1123021_REC,1123034_REC,1123040_REC,1123041_REC,1123043_REC,1123044_REC,1123045_REC,1123046_REC,1123055_REC,1123056_REC,1124001_REC,1124003_REC,1124005_REC,1124049_REC,1124050_REC,1131065_REC,1131068_REC,1131070_REC,1131071_REC,1132026_REC,1132029_REC,1132030_REC,1132040_REC,1132041_REC,1132042_REC,1132048_REC,1132049_REC,1132050_REC,1132052_REC,1132064_REC,1132065_REC,1132067_REC,1132068_REC,1132091_REC,1132092_REC,1132093_REC,1132094_REC,1132099_REC,1133003_REC,1133009_REC,1133014_REC,1133015_REC,1133016_REC,1133024_REC,1133032_REC,1133048_REC,1133049_REC,1133055_REC,1133060_REC,1133061_REC,1134002_REC,1134003_REC,1134004_REC,1135051_REC,1137005_REC,1137006_REC,1137007_REC,1137015_REC,1141006_REC,1142025_REC,1145001_REC,1145052_REC,1145054_REC,1145055_REC,1145056_REC,1145057_REC,1145058_REC,1145060_REC,1145061_REC,1145066_REC,1145071_REC,1145072_REC,1145091_REC,1146038_REC,1146041_REC,1151009_REC,1151038_REC,1151039_REC,1151042_REC,1152001_REC,1153001_REC,1154016_REC,1154029_REC,1154042_REC,1154045_REC,1200100_REC,1200101_REC,1100021_GLO,1100022_GLO,1100023_GLO,1100024_GLO,1100025_GLO,1100026_GLO,1100037_GLO,1100038_GLO,1100039_GLO,1100040_GLO,1100041_GLO,1100073_GLO,1100074_GLO,1100075_GLO,1100076_GLO,1100077_GLO,1100078_GLO,1100079_GLO,1100080_GLO,1100081_GLO,1100082_GLO,1100083_GLO,1100084_GLO,1100085_GLO,1100086_GLO,1100087_GLO,1100088_GLO,1100089_GLO,1100090_GLO,1100091_GLO,1100092_GLO,1100093_GLO,1100094_GLO,1100095_GLO,1100096_GLO,1100099_GLO,1100106_GLO,1100116_GLO,1100126_GLO,1100136_GLO,1100141_GLO,1100142_GLO,1100143_GLO,1100901_GLO,1100902_GLO,1100903_GLO,1100907_GLO,1100908_GLO,1100910_GLO,1100917_GLO,1100918_GLO,1100919_GLO,1100920_GLO,1100921_GLO,1100922_GLO,1100923_GLO,1100924_GLO,1100925_GLO,1100926_GLO,1100928_GLO,1100938_GLO,1100940_GLO,1100941_GLO,1110003_GLO,1111013_GLO,1111019_GLO,1111032_GLO,1111034_GLO,1111043_GLO,1111044_GLO,1111045_GLO,1111048_GLO,1111052_GLO,1111053_GLO,1111054_GLO,1111055_GLO,1111057_GLO,1111058_GLO,1111059_GLO,1111060_GLO,1111066_GLO,1111067_GLO,1111069_GLO,1111070_GLO,1111078_GLO,1111079_GLO,1111081_GLO,1111083_GLO,1111085_GLO,1111087_GLO,1111088_GLO,1111090_GLO,1111091_GLO,1111092_GLO,1111093_GLO,1111094_GLO,1111095_GLO,1112005_GLO,1112013_GLO,1112015_GLO,1112016_GLO,1112017_GLO,1112029_GLO,1112030_GLO,1112042_GLO,1112043_GLO,1113046_GLO,1113057_GLO,1113069_GLO,1113070_GLO,1113071_GLO,1113084_GLO,1113085_GLO,1113086_GLO,1113087_GLO,1121037_GLO,1121040_GLO,1122012_GLO,1123016_GLO,1123021_GLO,1123034_GLO,1123040_GLO,1123041_GLO,1123043_GLO,1123044_GLO,1123045_GLO,1123046_GLO,1123055_GLO,1123056_GLO,1124001_GLO,1124003_GLO,1124005_GLO,1124049_GLO,1124050_GLO,1131065_GLO,1131068_GLO,1131070_GLO,1131071_GLO,1132026_GLO,1132029_GLO,1132030_GLO,1132040_GLO,1132041_GLO,1132042_GLO,1132048_GLO,1132049_GLO,1132050_GLO,1132052_GLO,1132064_GLO,1132065_GLO,1132067_GLO,1132068_GLO,1132091_GLO,1132092_GLO,1132093_GLO,1132094_GLO,1132099_GLO,1133003_GLO,1133009_GLO,1133014_GLO,1133015_GLO,1133016_GLO,1133024_GLO,1133032_GLO,1133048_GLO,1133049_GLO,1133055_GLO,1133060_GLO,1133061_GLO,1134002_GLO,1134003_GLO,1134004_GLO,1135051_GLO,1137005_GLO,1137006_GLO,1137007_GLO,1137015_GLO,1141006_GLO,1142025_GLO,1145001_GLO,1145052_GLO,1145054_GLO,1145055_GLO,1145056_GLO,1145057_GLO,1145058_GLO,1145060_GLO,1145061_GLO,1145066_GLO,1145071_GLO,1145072_GLO,1145091_GLO,1146038_GLO,1146041_GLO,1151009_GLO,1151038_GLO,1151039_GLO,1151042_GLO,1152001_GLO,1153001_GLO,1154016_GLO,1154029_GLO,1154042_GLO,1154045_GLO,1200100_GLO,1200101_GLO
0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,108,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,6.0,6.0,6.0,0.0,4.0,8.0,0.0,8.0,10.0,6.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,1,2,2,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
