Metricas para cada etiqueta,estado
accuracy,0.9372035338090385
recall,0.9372035338090385
precision,0.943045137013576
f1 score,0.936876812481702
balanced accuracy,0.9366923321262943
log loss,0.1795346626933226
average precision,0.9789891456814808
roc auc,0.9820787234092616
matthews corrcoef,0.880111933965293
