Alumno,creditos obligatorios,creditos optativos,1100021_ini,1100022_ini,1100023_ini,1100024_ini,1100025_ini,1100026_ini,1100037_ini,1100038_ini,1100039_ini,1100040_ini,1100041_ini,1100073_ini,1100074_ini,1100075_ini,1100076_ini,1100077_ini,1100078_ini,1100079_ini,1100080_ini,1100081_ini,1100082_ini,1100083_ini,1100084_ini,1100085_ini,1100086_ini,1100087_ini,1100088_ini,1100089_ini,1100090_ini,1100091_ini,1100092_ini,1100093_ini,1100094_ini,1100095_ini,1100096_ini,1100099_ini,1100107_ini,1100117_ini,1100127_ini,1100137_ini,1100141_ini,1100142_ini,1100143_ini,1100901_ini,1100902_ini,1100903_ini,1100907_ini,1100908_ini,1100910_ini,1100917_ini,1100918_ini,1100919_ini,1100920_ini,1100921_ini,1100922_ini,1100923_ini,1100924_ini,1100925_ini,1100926_ini,1100928_ini,1100938_ini,1100940_ini,1100941_ini,1111078_ini,1111079_ini,1111081_ini,1111083_ini,1111092_ini,1111093_ini,1112013_ini,1112029_ini,1112030_ini,1112042_ini,1112043_ini,1113046_ini,1113084_ini,1113085_ini,1113086_ini,1113087_ini,1121048_ini,1123052_ini,1123053_ini,1123054_ini,1124042_ini,1131018_ini,1131041_ini,1133014_ini,1133015_ini,1133019_ini,1133020_ini,1133044_ini,1133046_ini,1133048_ini,1133049_ini,1133055_ini,1133061_ini,1135062_ini,1135096_ini,1136005_ini,1137019_ini,1145054_ini,1145055_ini,1150013_ini,1151038_ini,1151039_ini,1152001_ini,1152002_ini,1153001_ini,1153005_ini,1153006_ini,1154001_ini,1154002_ini,1154015_ini,1154016_ini,1154017_ini,1154022_ini,1154025_ini,1154027_ini,1154029_ini,1154030_ini,1154031_ini,1154032_ini,1154034_ini,1154035_ini,1154036_ini,1154037_ini,1154038_ini,1154039_ini,1154040_ini,1154041_ini,1154042_ini,1154043_ini,1154044_ini,1154045_ini,1154046_ini,1154047_ini,1154048_ini,1154049_ini,1154050_ini,1154051_ini,1154052_ini,1154053_ini,1154054_ini,1154055_ini,1154056_ini,1154057_ini,1154060_ini,1155005_ini,1155008_ini,1200089_ini,1200095_ini,1200100_ini,1200101_ini,1431048_ini,1100021_cal,1100022_cal,1100023_cal,1100024_cal,1100025_cal,1100026_cal,1100037_cal,1100038_cal,1100039_cal,1100040_cal,1100041_cal,1100073_cal,1100074_cal,1100075_cal,1100076_cal,1100077_cal,1100078_cal,1100079_cal,1100080_cal,1100081_cal,1100082_cal,1100083_cal,1100084_cal,1100085_cal,1100086_cal,1100087_cal,1100088_cal,1100089_cal,1100090_cal,1100091_cal,1100092_cal,1100093_cal,1100094_cal,1100095_cal,1100096_cal,1100099_cal,1100107_cal,1100117_cal,1100127_cal,1100137_cal,1100141_cal,1100142_cal,1100143_cal,1100901_cal,1100902_cal,1100903_cal,1100907_cal,1100908_cal,1100910_cal,1100917_cal,1100918_cal,1100919_cal,1100920_cal,1100921_cal,1100922_cal,1100923_cal,1100924_cal,1100925_cal,1100926_cal,1100928_cal,1100938_cal,1100940_cal,1100941_cal,1111078_cal,1111079_cal,1111081_cal,1111083_cal,1111092_cal,1111093_cal,1112013_cal,1112029_cal,1112030_cal,1112042_cal,1112043_cal,1113046_cal,1113084_cal,1113085_cal,1113086_cal,1113087_cal,1121048_cal,1123052_cal,1123053_cal,1123054_cal,1124042_cal,1131018_cal,1131041_cal,1133014_cal,1133015_cal,1133019_cal,1133020_cal,1133044_cal,1133046_cal,1133048_cal,1133049_cal,1133055_cal,1133061_cal,1135062_cal,1135096_cal,1136005_cal,1137019_cal,1145054_cal,1145055_cal,1150013_cal,1151038_cal,1151039_cal,1152001_cal,1152002_cal,1153001_cal,1153005_cal,1153006_cal,1154001_cal,1154002_cal,1154015_cal,1154016_cal,1154017_cal,1154022_cal,1154025_cal,1154027_cal,1154029_cal,1154030_cal,1154031_cal,1154032_cal,1154034_cal,1154035_cal,1154036_cal,1154037_cal,1154038_cal,1154039_cal,1154040_cal,1154041_cal,1154042_cal,1154043_cal,1154044_cal,1154045_cal,1154046_cal,1154047_cal,1154048_cal,1154049_cal,1154050_cal,1154051_cal,1154052_cal,1154053_cal,1154054_cal,1154055_cal,1154056_cal,1154057_cal,1154060_cal,1155005_cal,1155008_cal,1200089_cal,1200095_cal,1200100_cal,1200101_cal,1431048_cal,1100021_int,1100022_int,1100023_int,1100024_int,1100025_int,1100026_int,1100037_int,1100038_int,1100039_int,1100040_int,1100041_int,1100073_int,1100074_int,1100075_int,1100076_int,1100077_int,1100078_int,1100079_int,1100080_int,1100081_int,1100082_int,1100083_int,1100084_int,1100085_int,1100086_int,1100087_int,1100088_int,1100089_int,1100090_int,1100091_int,1100092_int,1100093_int,1100094_int,1100095_int,1100096_int,1100099_int,1100107_int,1100117_int,1100127_int,1100137_int,1100141_int,1100142_int,1100143_int,1100901_int,1100902_int,1100903_int,1100907_int,1100908_int,1100910_int,1100917_int,1100918_int,1100919_int,1100920_int,1100921_int,1100922_int,1100923_int,1100924_int,1100925_int,1100926_int,1100928_int,1100938_int,1100940_int,1100941_int,1111078_int,1111079_int,1111081_int,1111083_int,1111092_int,1111093_int,1112013_int,1112029_int,1112030_int,1112042_int,1112043_int,1113046_int,1113084_int,1113085_int,1113086_int,1113087_int,1121048_int,1123052_int,1123053_int,1123054_int,1124042_int,1131018_int,1131041_int,1133014_int,1133015_int,1133019_int,1133020_int,1133044_int,1133046_int,1133048_int,1133049_int,1133055_int,1133061_int,1135062_int,1135096_int,1136005_int,1137019_int,1145054_int,1145055_int,1150013_int,1151038_int,1151039_int,1152001_int,1152002_int,1153001_int,1153005_int,1153006_int,1154001_int,1154002_int,1154015_int,1154016_int,1154017_int,1154022_int,1154025_int,1154027_int,1154029_int,1154030_int,1154031_int,1154032_int,1154034_int,1154035_int,1154036_int,1154037_int,1154038_int,1154039_int,1154040_int,1154041_int,1154042_int,1154043_int,1154044_int,1154045_int,1154046_int,1154047_int,1154048_int,1154049_int,1154050_int,1154051_int,1154052_int,1154053_int,1154054_int,1154055_int,1154056_int,1154057_int,1154060_int,1155005_int,1155008_int,1200089_int,1200095_int,1200100_int,1200101_int,1431048_int,1100021_REC,1100022_REC,1100023_REC,1100024_REC,1100025_REC,1100026_REC,1100037_REC,1100038_REC,1100039_REC,1100040_REC,1100041_REC,1100073_REC,1100074_REC,1100075_REC,1100076_REC,1100077_REC,1100078_REC,1100079_REC,1100080_REC,1100081_REC,1100082_REC,1100083_REC,1100084_REC,1100085_REC,1100086_REC,1100087_REC,1100088_REC,1100089_REC,1100090_REC,1100091_REC,1100092_REC,1100093_REC,1100094_REC,1100095_REC,1100096_REC,1100099_REC,1100107_REC,1100117_REC,1100127_REC,1100137_REC,1100141_REC,1100142_REC,1100143_REC,1100901_REC,1100902_REC,1100903_REC,1100907_REC,1100908_REC,1100910_REC,1100917_REC,1100918_REC,1100919_REC,1100920_REC,1100921_REC,1100922_REC,1100923_REC,1100924_REC,1100925_REC,1100926_REC,1100928_REC,1100938_REC,1100940_REC,1100941_REC,1111078_REC,1111079_REC,1111081_REC,1111083_REC,1111092_REC,1111093_REC,1112013_REC,1112029_REC,1112030_REC,1112042_REC,1112043_REC,1113046_REC,1113084_REC,1113085_REC,1113086_REC,1113087_REC,1121048_REC,1123052_REC,1123053_REC,1123054_REC,1124042_REC,1131018_REC,1131041_REC,1133014_REC,1133015_REC,1133019_REC,1133020_REC,1133044_REC,1133046_REC,1133048_REC,1133049_REC,1133055_REC,1133061_REC,1135062_REC,1135096_REC,1136005_REC,1137019_REC,1145054_REC,1145055_REC,1150013_REC,1151038_REC,1151039_REC,1152001_REC,1152002_REC,1153001_REC,1153005_REC,1153006_REC,1154001_REC,1154002_REC,1154015_REC,1154016_REC,1154017_REC,1154022_REC,1154025_REC,1154027_REC,1154029_REC,1154030_REC,1154031_REC,1154032_REC,1154034_REC,1154035_REC,1154036_REC,1154037_REC,1154038_REC,1154039_REC,1154040_REC,1154041_REC,1154042_REC,1154043_REC,1154044_REC,1154045_REC,1154046_REC,1154047_REC,1154048_REC,1154049_REC,1154050_REC,1154051_REC,1154052_REC,1154053_REC,1154054_REC,1154055_REC,1154056_REC,1154057_REC,1154060_REC,1155005_REC,1155008_REC,1200089_REC,1200095_REC,1200100_REC,1200101_REC,1431048_REC,1100021_GLO,1100022_GLO,1100023_GLO,1100024_GLO,1100025_GLO,1100026_GLO,1100037_GLO,1100038_GLO,1100039_GLO,1100040_GLO,1100041_GLO,1100073_GLO,1100074_GLO,1100075_GLO,1100076_GLO,1100077_GLO,1100078_GLO,1100079_GLO,1100080_GLO,1100081_GLO,1100082_GLO,1100083_GLO,1100084_GLO,1100085_GLO,1100086_GLO,1100087_GLO,1100088_GLO,1100089_GLO,1100090_GLO,1100091_GLO,1100092_GLO,1100093_GLO,1100094_GLO,1100095_GLO,1100096_GLO,1100099_GLO,1100107_GLO,1100117_GLO,1100127_GLO,1100137_GLO,1100141_GLO,1100142_GLO,1100143_GLO,1100901_GLO,1100902_GLO,1100903_GLO,1100907_GLO,1100908_GLO,1100910_GLO,1100917_GLO,1100918_GLO,1100919_GLO,1100920_GLO,1100921_GLO,1100922_GLO,1100923_GLO,1100924_GLO,1100925_GLO,1100926_GLO,1100928_GLO,1100938_GLO,1100940_GLO,1100941_GLO,1111078_GLO,1111079_GLO,1111081_GLO,1111083_GLO,1111092_GLO,1111093_GLO,1112013_GLO,1112029_GLO,1112030_GLO,1112042_GLO,1112043_GLO,1113046_GLO,1113084_GLO,1113085_GLO,1113086_GLO,1113087_GLO,1121048_GLO,1123052_GLO,1123053_GLO,1123054_GLO,1124042_GLO,1131018_GLO,1131041_GLO,1133014_GLO,1133015_GLO,1133019_GLO,1133020_GLO,1133044_GLO,1133046_GLO,1133048_GLO,1133049_GLO,1133055_GLO,1133061_GLO,1135062_GLO,1135096_GLO,1136005_GLO,1137019_GLO,1145054_GLO,1145055_GLO,1150013_GLO,1151038_GLO,1151039_GLO,1152001_GLO,1152002_GLO,1153001_GLO,1153005_GLO,1153006_GLO,1154001_GLO,1154002_GLO,1154015_GLO,1154016_GLO,1154017_GLO,1154022_GLO,1154025_GLO,1154027_GLO,1154029_GLO,1154030_GLO,1154031_GLO,1154032_GLO,1154034_GLO,1154035_GLO,1154036_GLO,1154037_GLO,1154038_GLO,1154039_GLO,1154040_GLO,1154041_GLO,1154042_GLO,1154043_GLO,1154044_GLO,1154045_GLO,1154046_GLO,1154047_GLO,1154048_GLO,1154049_GLO,1154050_GLO,1154051_GLO,1154052_GLO,1154053_GLO,1154054_GLO,1154055_GLO,1154056_GLO,1154057_GLO,1154060_GLO,1155005_GLO,1155008_GLO,1200089_GLO,1200095_GLO,1200100_GLO,1200101_GLO,1431048_GLO
0,405,96,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,2,0,0,0,1,2,2,0,2,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,1,2,1,1,0,2,1,0,0,2,0,2,0,0,2,0,1,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,5.5,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,8.0,10.0,0.0,0.0,8.0,0.0,0.0,6.0,10.0,0.0,0.0,8.0,7.0,8.0,0.0,6.0,6.0,6.0,10.0,5.0,6.0,8.0,10.0,10.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,0.0,8.0,8.0,6.0,10.0,10.0,10.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,2,1,0,0,1,2,1,0,1,1,1,1,2,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,10.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
