Alumno,creditos obligatorios,creditos optativos,1100021_ini,1100022_ini,1100023_ini,1100024_ini,1100025_ini,1100026_ini,1100037_ini,1100038_ini,1100039_ini,1100040_ini,1100041_ini,1100073_ini,1100074_ini,1100075_ini,1100076_ini,1100077_ini,1100078_ini,1100079_ini,1100080_ini,1100081_ini,1100082_ini,1100083_ini,1100084_ini,1100085_ini,1100086_ini,1100087_ini,1100088_ini,1100089_ini,1100090_ini,1100091_ini,1100092_ini,1100093_ini,1100094_ini,1100095_ini,1100096_ini,1100099_ini,1100101_ini,1100111_ini,1100121_ini,1100131_ini,1100141_ini,1100142_ini,1100143_ini,1100901_ini,1100902_ini,1100903_ini,1100907_ini,1100908_ini,1100910_ini,1100917_ini,1100918_ini,1100919_ini,1100920_ini,1100921_ini,1100922_ini,1100923_ini,1100924_ini,1100925_ini,1100926_ini,1100928_ini,1100938_ini,1100940_ini,1100941_ini,1111078_ini,1111079_ini,1111081_ini,1111083_ini,1111092_ini,1111093_ini,1112005_ini,1112013_ini,1112017_ini,1112029_ini,1112030_ini,1112031_ini,1112042_ini,1112043_ini,1113046_ini,1113073_ini,1113077_ini,1113082_ini,1113084_ini,1113085_ini,1113086_ini,1113087_ini,1113092_ini,1113093_ini,1113095_ini,1113096_ini,1113099_ini,1130005_ini,1131065_ini,1132041_ini,1132049_ini,1132052_ini,1132054_ini,1132067_ini,1132086_ini,1132092_ini,1132093_ini,1132094_ini,1132095_ini,1132099_ini,1133048_ini,1133061_ini,1134002_ini,1134003_ini,1134004_ini,1135011_ini,1135034_ini,1135042_ini,1135051_ini,1135056_ini,1135062_ini,1135080_ini,1135082_ini,1135083_ini,1135088_ini,1135089_ini,1135090_ini,1135091_ini,1135096_ini,1135097_ini,1136000_ini,1136006_ini,1136007_ini,1136008_ini,1136009_ini,1136010_ini,1136011_ini,1136012_ini,1136013_ini,1136014_ini,1136015_ini,1136016_ini,1136017_ini,1136018_ini,1136019_ini,1136020_ini,1136021_ini,1136022_ini,1136023_ini,1136024_ini,1136025_ini,1136026_ini,1136028_ini,1136029_ini,1136030_ini,1136031_ini,1136032_ini,1137005_ini,1137006_ini,1137015_ini,1137016_ini,1137017_ini,1143052_ini,1144008_ini,1144017_ini,1151038_ini,1151039_ini,1152001_ini,1152002_ini,1153001_ini,1153005_ini,1153006_ini,1154001_ini,1154002_ini,1154016_ini,1154029_ini,1154042_ini,1154045_ini,1155005_ini,1155007_ini,1200100_ini,1200101_ini,1100021_cal,1100022_cal,1100023_cal,1100024_cal,1100025_cal,1100026_cal,1100037_cal,1100038_cal,1100039_cal,1100040_cal,1100041_cal,1100073_cal,1100074_cal,1100075_cal,1100076_cal,1100077_cal,1100078_cal,1100079_cal,1100080_cal,1100081_cal,1100082_cal,1100083_cal,1100084_cal,1100085_cal,1100086_cal,1100087_cal,1100088_cal,1100089_cal,1100090_cal,1100091_cal,1100092_cal,1100093_cal,1100094_cal,1100095_cal,1100096_cal,1100099_cal,1100101_cal,1100111_cal,1100121_cal,1100131_cal,1100141_cal,1100142_cal,1100143_cal,1100901_cal,1100902_cal,1100903_cal,1100907_cal,1100908_cal,1100910_cal,1100917_cal,1100918_cal,1100919_cal,1100920_cal,1100921_cal,1100922_cal,1100923_cal,1100924_cal,1100925_cal,1100926_cal,1100928_cal,1100938_cal,1100940_cal,1100941_cal,1111078_cal,1111079_cal,1111081_cal,1111083_cal,1111092_cal,1111093_cal,1112005_cal,1112013_cal,1112017_cal,1112029_cal,1112030_cal,1112031_cal,1112042_cal,1112043_cal,1113046_cal,1113073_cal,1113077_cal,1113082_cal,1113084_cal,1113085_cal,1113086_cal,1113087_cal,1113092_cal,1113093_cal,1113095_cal,1113096_cal,1113099_cal,1130005_cal,1131065_cal,1132041_cal,1132049_cal,1132052_cal,1132054_cal,1132067_cal,1132086_cal,1132092_cal,1132093_cal,1132094_cal,1132095_cal,1132099_cal,1133048_cal,1133061_cal,1134002_cal,1134003_cal,1134004_cal,1135011_cal,1135034_cal,1135042_cal,1135051_cal,1135056_cal,1135062_cal,1135080_cal,1135082_cal,1135083_cal,1135088_cal,1135089_cal,1135090_cal,1135091_cal,1135096_cal,1135097_cal,1136000_cal,1136006_cal,1136007_cal,1136008_cal,1136009_cal,1136010_cal,1136011_cal,1136012_cal,1136013_cal,1136014_cal,1136015_cal,1136016_cal,1136017_cal,1136018_cal,1136019_cal,1136020_cal,1136021_cal,1136022_cal,1136023_cal,1136024_cal,1136025_cal,1136026_cal,1136028_cal,1136029_cal,1136030_cal,1136031_cal,1136032_cal,1137005_cal,1137006_cal,1137015_cal,1137016_cal,1137017_cal,1143052_cal,1144008_cal,1144017_cal,1151038_cal,1151039_cal,1152001_cal,1152002_cal,1153001_cal,1153005_cal,1153006_cal,1154001_cal,1154002_cal,1154016_cal,1154029_cal,1154042_cal,1154045_cal,1155005_cal,1155007_cal,1200100_cal,1200101_cal,1100021_int,1100022_int,1100023_int,1100024_int,1100025_int,1100026_int,1100037_int,1100038_int,1100039_int,1100040_int,1100041_int,1100073_int,1100074_int,1100075_int,1100076_int,1100077_int,1100078_int,1100079_int,1100080_int,1100081_int,1100082_int,1100083_int,1100084_int,1100085_int,1100086_int,1100087_int,1100088_int,1100089_int,1100090_int,1100091_int,1100092_int,1100093_int,1100094_int,1100095_int,1100096_int,1100099_int,1100101_int,1100111_int,1100121_int,1100131_int,1100141_int,1100142_int,1100143_int,1100901_int,1100902_int,1100903_int,1100907_int,1100908_int,1100910_int,1100917_int,1100918_int,1100919_int,1100920_int,1100921_int,1100922_int,1100923_int,1100924_int,1100925_int,1100926_int,1100928_int,1100938_int,1100940_int,1100941_int,1111078_int,1111079_int,1111081_int,1111083_int,1111092_int,1111093_int,1112005_int,1112013_int,1112017_int,1112029_int,1112030_int,1112031_int,1112042_int,1112043_int,1113046_int,1113073_int,1113077_int,1113082_int,1113084_int,1113085_int,1113086_int,1113087_int,1113092_int,1113093_int,1113095_int,1113096_int,1113099_int,1130005_int,1131065_int,1132041_int,1132049_int,1132052_int,1132054_int,1132067_int,1132086_int,1132092_int,1132093_int,1132094_int,1132095_int,1132099_int,1133048_int,1133061_int,1134002_int,1134003_int,1134004_int,1135011_int,1135034_int,1135042_int,1135051_int,1135056_int,1135062_int,1135080_int,1135082_int,1135083_int,1135088_int,1135089_int,1135090_int,1135091_int,1135096_int,1135097_int,1136000_int,1136006_int,1136007_int,1136008_int,1136009_int,1136010_int,1136011_int,1136012_int,1136013_int,1136014_int,1136015_int,1136016_int,1136017_int,1136018_int,1136019_int,1136020_int,1136021_int,1136022_int,1136023_int,1136024_int,1136025_int,1136026_int,1136028_int,1136029_int,1136030_int,1136031_int,1136032_int,1137005_int,1137006_int,1137015_int,1137016_int,1137017_int,1143052_int,1144008_int,1144017_int,1151038_int,1151039_int,1152001_int,1152002_int,1153001_int,1153005_int,1153006_int,1154001_int,1154002_int,1154016_int,1154029_int,1154042_int,1154045_int,1155005_int,1155007_int,1200100_int,1200101_int,1100021_REC,1100022_REC,1100023_REC,1100024_REC,1100025_REC,1100026_REC,1100037_REC,1100038_REC,1100039_REC,1100040_REC,1100041_REC,1100073_REC,1100074_REC,1100075_REC,1100076_REC,1100077_REC,1100078_REC,1100079_REC,1100080_REC,1100081_REC,1100082_REC,1100083_REC,1100084_REC,1100085_REC,1100086_REC,1100087_REC,1100088_REC,1100089_REC,1100090_REC,1100091_REC,1100092_REC,1100093_REC,1100094_REC,1100095_REC,1100096_REC,1100099_REC,1100101_REC,1100111_REC,1100121_REC,1100131_REC,1100141_REC,1100142_REC,1100143_REC,1100901_REC,1100902_REC,1100903_REC,1100907_REC,1100908_REC,1100910_REC,1100917_REC,1100918_REC,1100919_REC,1100920_REC,1100921_REC,1100922_REC,1100923_REC,1100924_REC,1100925_REC,1100926_REC,1100928_REC,1100938_REC,1100940_REC,1100941_REC,1111078_REC,1111079_REC,1111081_REC,1111083_REC,1111092_REC,1111093_REC,1112005_REC,1112013_REC,1112017_REC,1112029_REC,1112030_REC,1112031_REC,1112042_REC,1112043_REC,1113046_REC,1113073_REC,1113077_REC,1113082_REC,1113084_REC,1113085_REC,1113086_REC,1113087_REC,1113092_REC,1113093_REC,1113095_REC,1113096_REC,1113099_REC,1130005_REC,1131065_REC,1132041_REC,1132049_REC,1132052_REC,1132054_REC,1132067_REC,1132086_REC,1132092_REC,1132093_REC,1132094_REC,1132095_REC,1132099_REC,1133048_REC,1133061_REC,1134002_REC,1134003_REC,1134004_REC,1135011_REC,1135034_REC,1135042_REC,1135051_REC,1135056_REC,1135062_REC,1135080_REC,1135082_REC,1135083_REC,1135088_REC,1135089_REC,1135090_REC,1135091_REC,1135096_REC,1135097_REC,1136000_REC,1136006_REC,1136007_REC,1136008_REC,1136009_REC,1136010_REC,1136011_REC,1136012_REC,1136013_REC,1136014_REC,1136015_REC,1136016_REC,1136017_REC,1136018_REC,1136019_REC,1136020_REC,1136021_REC,1136022_REC,1136023_REC,1136024_REC,1136025_REC,1136026_REC,1136028_REC,1136029_REC,1136030_REC,1136031_REC,1136032_REC,1137005_REC,1137006_REC,1137015_REC,1137016_REC,1137017_REC,1143052_REC,1144008_REC,1144017_REC,1151038_REC,1151039_REC,1152001_REC,1152002_REC,1153001_REC,1153005_REC,1153006_REC,1154001_REC,1154002_REC,1154016_REC,1154029_REC,1154042_REC,1154045_REC,1155005_REC,1155007_REC,1200100_REC,1200101_REC,1100021_GLO,1100022_GLO,1100023_GLO,1100024_GLO,1100025_GLO,1100026_GLO,1100037_GLO,1100038_GLO,1100039_GLO,1100040_GLO,1100041_GLO,1100073_GLO,1100074_GLO,1100075_GLO,1100076_GLO,1100077_GLO,1100078_GLO,1100079_GLO,1100080_GLO,1100081_GLO,1100082_GLO,1100083_GLO,1100084_GLO,1100085_GLO,1100086_GLO,1100087_GLO,1100088_GLO,1100089_GLO,1100090_GLO,1100091_GLO,1100092_GLO,1100093_GLO,1100094_GLO,1100095_GLO,1100096_GLO,1100099_GLO,1100101_GLO,1100111_GLO,1100121_GLO,1100131_GLO,1100141_GLO,1100142_GLO,1100143_GLO,1100901_GLO,1100902_GLO,1100903_GLO,1100907_GLO,1100908_GLO,1100910_GLO,1100917_GLO,1100918_GLO,1100919_GLO,1100920_GLO,1100921_GLO,1100922_GLO,1100923_GLO,1100924_GLO,1100925_GLO,1100926_GLO,1100928_GLO,1100938_GLO,1100940_GLO,1100941_GLO,1111078_GLO,1111079_GLO,1111081_GLO,1111083_GLO,1111092_GLO,1111093_GLO,1112005_GLO,1112013_GLO,1112017_GLO,1112029_GLO,1112030_GLO,1112031_GLO,1112042_GLO,1112043_GLO,1113046_GLO,1113073_GLO,1113077_GLO,1113082_GLO,1113084_GLO,1113085_GLO,1113086_GLO,1113087_GLO,1113092_GLO,1113093_GLO,1113095_GLO,1113096_GLO,1113099_GLO,1130005_GLO,1131065_GLO,1132041_GLO,1132049_GLO,1132052_GLO,1132054_GLO,1132067_GLO,1132086_GLO,1132092_GLO,1132093_GLO,1132094_GLO,1132095_GLO,1132099_GLO,1133048_GLO,1133061_GLO,1134002_GLO,1134003_GLO,1134004_GLO,1135011_GLO,1135034_GLO,1135042_GLO,1135051_GLO,1135056_GLO,1135062_GLO,1135080_GLO,1135082_GLO,1135083_GLO,1135088_GLO,1135089_GLO,1135090_GLO,1135091_GLO,1135096_GLO,1135097_GLO,1136000_GLO,1136006_GLO,1136007_GLO,1136008_GLO,1136009_GLO,1136010_GLO,1136011_GLO,1136012_GLO,1136013_GLO,1136014_GLO,1136015_GLO,1136016_GLO,1136017_GLO,1136018_GLO,1136019_GLO,1136020_GLO,1136021_GLO,1136022_GLO,1136023_GLO,1136024_GLO,1136025_GLO,1136026_GLO,1136028_GLO,1136029_GLO,1136030_GLO,1136031_GLO,1136032_GLO,1137005_GLO,1137006_GLO,1137015_GLO,1137016_GLO,1137017_GLO,1143052_GLO,1144008_GLO,1144017_GLO,1151038_GLO,1151039_GLO,1152001_GLO,1152002_GLO,1153001_GLO,1153005_GLO,1153006_GLO,1154001_GLO,1154002_GLO,1154016_GLO,1154029_GLO,1154042_GLO,1154045_GLO,1155005_GLO,1155007_GLO,1200100_GLO,1200101_GLO
0,393,93,0,0,0,0,0,0,0,4,0,3,4,0,0,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,4,4,1,0,4,3,0,0,0,2,3,3,4,0,0,2,1,0,0,3,5,3,0,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,5,0,0,4,3,0,0,0,4,0,3,4,5,5,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,5,4,0,0,0,0,2,5,4,0,4,0,0,0,0,0,0,0,5,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,10.0,8.0,0.0,0.0,0.0,10.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,6.0,10.0,8.0,10.0,8.0,4.0,10.0,0.0,8.0,10.0,0.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,10.0,10.0,0.0,0.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,8.0,0.0,10.0,8.0,8.0,6.0,10.0,8.0,10.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,8.0,0.0,0.0,0.0,0.0,6.0,10.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,6.0,6.0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
