,n,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,22,0.24924502977614763,0.2573573479587082,0.24952071838741485,0.2582000350130604,0.25,0.2458135780739801,0.24852012784329913,0.25,0.25274151183126536,0.2500394569698802,0.2551538713715436,0.24479661862493435,0.24845012574174816,0.25000002695787577,0.2568168177774812,0.2495350380734602,0.24992715461411333,0.2620928445376909,0.250086218057089,0.24790648154340147,0.2522948307633,0.24973925239950842
1,11,0.25024314096773237,0.24871960007573674,0.25216577216591984,0.24648799734889296,0.2499589929374458,0.25,0.2500239878170102,0.2500112330337188,0.24856235838026627,0.25,0.24984718599341646,,,,,,,,,,,
2,5,0.25,0.2534006957467449,0.24786332996494959,0.24959188573389426,0.24703168001773226,,,,,,,,,,,,,,,,,
3,1,0.25,,,,,,,,,,,,,,,,,,,,,
