Alumno,estado,trimestre,creditos obligatorios,creditos optativos,promedio general,1100021_initri,1100021_lastri,1100021_karcal,1100021_intcal,1100021_evauea,1100022_initri,1100022_lastri,1100022_karcal,1100022_intcal,1100022_evauea,1100023_initri,1100023_lastri,1100023_karcal,1100023_intcal,1100023_evauea,1100024_initri,1100024_lastri,1100024_karcal,1100024_intcal,1100024_evauea,1100025_initri,1100025_lastri,1100025_karcal,1100025_intcal,1100025_evauea,1100026_initri,1100026_lastri,1100026_karcal,1100026_intcal,1100026_evauea,1100037_initri,1100037_lastri,1100037_intcal,1100037_karcal,1100037_laseva,1100037_inteva,1100038_initri,1100038_lastri,1100038_intcal,1100038_karcal,1100038_laseva,1100038_inteva,1100039_initri,1100039_lastri,1100039_karcal,1100039_intcal,1100039_evauea,1100040_initri,1100040_lastri,1100040_karcal,1100040_intcal,1100040_evauea,1100041_initri,1100041_lastri,1100041_karcal,1100041_intcal,1100041_evauea,1100073_initri,1100073_lastri,1100073_karcal,1100073_intcal,1100073_evauea,1100074_initri,1100074_lastri,1100074_karcal,1100074_intcal,1100074_evauea,1100075_initri,1100075_lastri,1100075_karcal,1100075_intcal,1100075_evauea,1100076_initri,1100076_lastri,1100076_karcal,1100076_intcal,1100076_evauea,1100077_initri,1100077_lastri,1100077_karcal,1100077_intcal,1100077_evauea,1100078_initri,1100078_lastri,1100078_karcal,1100078_intcal,1100078_evauea,1100079_initri,1100079_lastri,1100079_karcal,1100079_intcal,1100079_evauea,1100080_initri,1100080_lastri,1100080_karcal,1100080_intcal,1100080_evauea,1100081_initri,1100081_lastri,1100081_karcal,1100081_intcal,1100081_evauea,1100082_initri,1100082_lastri,1100082_karcal,1100082_intcal,1100082_evauea,1100083_initri,1100083_lastri,1100083_karcal,1100083_intcal,1100083_evauea,1100084_initri,1100084_lastri,1100084_karcal,1100084_intcal,1100084_evauea,1100085_initri,1100085_lastri,1100085_karcal,1100085_intcal,1100085_evauea,1100086_initri,1100086_lastri,1100086_karcal,1100086_intcal,1100086_evauea,1100087_initri,1100087_lastri,1100087_karcal,1100087_intcal,1100087_evauea,1100088_initri,1100088_lastri,1100088_karcal,1100088_intcal,1100088_evauea,1100089_initri,1100089_lastri,1100089_karcal,1100089_intcal,1100089_evauea,1100090_initri,1100090_lastri,1100090_karcal,1100090_intcal,1100090_evauea,1100091_initri,1100091_lastri,1100091_karcal,1100091_intcal,1100091_evauea,1100092_initri,1100092_lastri,1100092_karcal,1100092_intcal,1100092_evauea,1100093_initri,1100093_lastri,1100093_karcal,1100093_intcal,1100093_evauea,1100094_initri,1100094_lastri,1100094_karcal,1100094_intcal,1100094_evauea,1100095_initri,1100095_lastri,1100095_karcal,1100095_intcal,1100095_evauea,1100096_initri,1100096_lastri,1100096_intcal,1100096_karcal,1100096_laseva,1100096_inteva,1100099_initri,1100099_lastri,1100099_karcal,1100099_intcal,1100099_evauea,1100104_initri,1100104_lastri,1100104_karcal,1100104_intcal,1100104_evauea,1100114_initri,1100114_lastri,1100114_karcal,1100114_intcal,1100114_evauea,1100124_initri,1100124_lastri,1100124_karcal,1100124_intcal,1100124_evauea,1100134_initri,1100134_lastri,1100134_karcal,1100134_intcal,1100134_evauea,1100141_initri,1100141_lastri,1100141_karcal,1100141_intcal,1100141_evauea,1100142_initri,1100142_lastri,1100142_karcal,1100142_intcal,1100142_evauea,1100143_initri,1100143_lastri,1100143_karcal,1100143_intcal,1100143_evauea,1100901_initri,1100901_lastri,1100901_karcal,1100901_intcal,1100901_evauea,1100902_initri,1100902_lastri,1100902_karcal,1100902_intcal,1100902_evauea,1100903_initri,1100903_lastri,1100903_karcal,1100903_intcal,1100903_evauea,1100907_initri,1100907_lastri,1100907_karcal,1100907_intcal,1100907_evauea,1100908_initri,1100908_lastri,1100908_karcal,1100908_intcal,1100908_evauea,1100910_initri,1100910_lastri,1100910_karcal,1100910_intcal,1100910_evauea,1100917_initri,1100917_lastri,1100917_karcal,1100917_intcal,1100917_evauea,1100918_initri,1100918_lastri,1100918_karcal,1100918_intcal,1100918_evauea,1100919_initri,1100919_lastri,1100919_karcal,1100919_intcal,1100919_evauea,1100920_initri,1100920_lastri,1100920_karcal,1100920_intcal,1100920_evauea,1100921_initri,1100921_lastri,1100921_karcal,1100921_intcal,1100921_evauea,1100922_initri,1100922_lastri,1100922_karcal,1100922_intcal,1100922_evauea,1100923_initri,1100923_lastri,1100923_karcal,1100923_intcal,1100923_evauea,1100924_initri,1100924_lastri,1100924_karcal,1100924_intcal,1100924_evauea,1100925_initri,1100925_lastri,1100925_karcal,1100925_intcal,1100925_evauea,1100926_initri,1100926_lastri,1100926_karcal,1100926_intcal,1100926_evauea,1100928_initri,1100928_lastri,1100928_karcal,1100928_intcal,1100928_evauea,1100938_initri,1100938_lastri,1100938_intcal,1100938_karcal,1100938_laseva,1100938_inteva,1100940_initri,1100940_lastri,1100940_karcal,1100940_intcal,1100940_evauea,1100941_initri,1100941_lastri,1100941_karcal,1100941_intcal,1100941_evauea,1111034_initri,1111034_lastri,1111034_karcal,1111034_intcal,1111034_evauea,1111044_initri,1111044_lastri,1111044_karcal,1111044_intcal,1111044_evauea,1111054_initri,1111054_lastri,1111054_karcal,1111054_intcal,1111054_evauea,1111078_initri,1111078_lastri,1111078_intcal,1111078_karcal,1111078_laseva,1111078_inteva,1111079_initri,1111079_lastri,1111079_intcal,1111079_karcal,1111079_laseva,1111079_inteva,1111081_initri,1111081_lastri,1111081_intcal,1111081_karcal,1111081_laseva,1111081_inteva,1111083_initri,1111083_lastri,1111083_karcal,1111083_intcal,1111083_evauea,1111090_initri,1111090_lastri,1111090_karcal,1111090_intcal,1111090_evauea,1111092_initri,1111092_lastri,1111092_intcal,1111092_karcal,1111092_laseva,1111092_inteva,1111093_initri,1111093_lastri,1111093_karcal,1111093_intcal,1111093_evauea,1112013_initri,1112013_lastri,1112013_intcal,1112013_karcal,1112013_laseva,1112013_inteva,1112015_initri,1112015_lastri,1112015_karcal,1112015_intcal,1112015_evauea,1112029_initri,1112029_lastri,1112029_karcal,1112029_intcal,1112029_evauea,1112030_initri,1112030_lastri,1112030_karcal,1112030_intcal,1112030_evauea,1112041_initri,1112041_lastri,1112041_karcal,1112041_intcal,1112041_evauea,1112042_initri,1112042_lastri,1112042_intcal,1112042_karcal,1112042_laseva,1112042_inteva,1112043_initri,1112043_lastri,1112043_karcal,1112043_intcal,1112043_evauea,1113046_initri,1113046_lastri,1113046_intcal,1113046_karcal,1113046_laseva,1113046_inteva,1113084_initri,1113084_lastri,1113084_intcal,1113084_karcal,1113084_laseva,1113084_inteva,1113085_initri,1113085_lastri,1113085_intcal,1113085_karcal,1113085_laseva,1113085_inteva,1113086_initri,1113086_lastri,1113086_intcal,1113086_karcal,1113086_laseva,1113086_inteva,1113087_initri,1113087_lastri,1113087_intcal,1113087_karcal,1113087_laseva,1113087_inteva,1120003_initri,1120003_lastri,1120003_karcal,1120003_intcal,1120003_evauea,1121037_initri,1121037_lastri,1121037_karcal,1121037_intcal,1121037_evauea,1121040_initri,1121040_lastri,1121040_karcal,1121040_intcal,1121040_evauea,1123021_initri,1123021_lastri,1123021_karcal,1123021_intcal,1123021_evauea,1123034_initri,1123034_lastri,1123034_karcal,1123034_intcal,1123034_evauea,1123039_initri,1123039_lastri,1123039_karcal,1123039_intcal,1123039_evauea,1123044_initri,1123044_lastri,1123044_karcal,1123044_intcal,1123044_evauea,1123055_initri,1123055_lastri,1123055_karcal,1123055_intcal,1123055_evauea,1123056_initri,1123056_lastri,1123056_karcal,1123056_intcal,1123056_evauea,1124001_initri,1124001_lastri,1124001_karcal,1124001_intcal,1124001_evauea,1124003_initri,1124003_lastri,1124003_karcal,1124003_intcal,1124003_evauea,1124005_initri,1124005_lastri,1124005_karcal,1124005_intcal,1124005_evauea,1124024_initri,1124024_lastri,1124024_karcal,1124024_intcal,1124024_evauea,1124048_initri,1124048_lastri,1124048_karcal,1124048_intcal,1124048_evauea,1124049_initri,1124049_lastri,1124049_karcal,1124049_intcal,1124049_evauea,1124050_initri,1124050_lastri,1124050_karcal,1124050_intcal,1124050_evauea,1130004_initri,1130004_lastri,1130004_karcal,1130004_intcal,1130004_evauea,1131001_initri,1131001_lastri,1131001_karcal,1131001_intcal,1131001_evauea,1131021_initri,1131021_lastri,1131021_karcal,1131021_intcal,1131021_evauea,1131022_initri,1131022_lastri,1131022_karcal,1131022_intcal,1131022_evauea,1131031_initri,1131031_lastri,1131031_karcal,1131031_intcal,1131031_evauea,1131059_initri,1131059_lastri,1131059_karcal,1131059_intcal,1131059_evauea,1131060_initri,1131060_lastri,1131060_karcal,1131060_intcal,1131060_evauea,1131061_initri,1131061_lastri,1131061_karcal,1131061_intcal,1131061_evauea,1131062_initri,1131062_lastri,1131062_karcal,1131062_intcal,1131062_evauea,1131065_initri,1131065_lastri,1131065_karcal,1131065_intcal,1131065_evauea,1131067_initri,1131067_lastri,1131067_karcal,1131067_intcal,1131067_evauea,1131068_initri,1131068_lastri,1131068_karcal,1131068_intcal,1131068_evauea,1131069_initri,1131069_lastri,1131069_karcal,1131069_intcal,1131069_evauea,1131070_initri,1131070_lastri,1131070_karcal,1131070_intcal,1131070_evauea,1131071_initri,1131071_lastri,1131071_karcal,1131071_intcal,1131071_evauea,1131072_initri,1131072_lastri,1131072_karcal,1131072_intcal,1131072_evauea,1131073_initri,1131073_lastri,1131073_karcal,1131073_intcal,1131073_evauea,1131074_initri,1131074_lastri,1131074_karcal,1131074_intcal,1131074_evauea,1131075_initri,1131075_lastri,1131075_karcal,1131075_intcal,1131075_evauea,1131076_initri,1131076_lastri,1131076_karcal,1131076_intcal,1131076_evauea,1131080_initri,1131080_lastri,1131080_karcal,1131080_intcal,1131080_evauea,1131081_initri,1131081_lastri,1131081_karcal,1131081_intcal,1131081_evauea,1131082_initri,1131082_lastri,1131082_karcal,1131082_intcal,1131082_evauea,1131083_initri,1131083_lastri,1131083_karcal,1131083_intcal,1131083_evauea,1131084_initri,1131084_lastri,1131084_karcal,1131084_intcal,1131084_evauea,1131085_initri,1131085_lastri,1131085_karcal,1131085_intcal,1131085_evauea,1131086_initri,1131086_lastri,1131086_karcal,1131086_intcal,1131086_evauea,1131088_initri,1131088_lastri,1131088_karcal,1131088_intcal,1131088_evauea,1131090_initri,1131090_lastri,1131090_karcal,1131090_intcal,1131090_evauea,1132001_initri,1132001_lastri,1132001_karcal,1132001_intcal,1132001_evauea,1132026_initri,1132026_lastri,1132026_karcal,1132026_intcal,1132026_evauea,1132067_initri,1132067_lastri,1132067_karcal,1132067_intcal,1132067_evauea,1132093_initri,1132093_lastri,1132093_karcal,1132093_intcal,1132093_evauea,1132099_initri,1132099_lastri,1132099_karcal,1132099_intcal,1132099_evauea,1133048_initri,1133048_lastri,1133048_karcal,1133048_intcal,1133048_evauea,1133061_initri,1133061_lastri,1133061_karcal,1133061_intcal,1133061_evauea,1137006_initri,1137006_lastri,1137006_karcal,1137006_intcal,1137006_evauea,1141003_initri,1141003_lastri,1141003_karcal,1141003_intcal,1141003_evauea,1143024_initri,1143024_lastri,1143024_karcal,1143024_intcal,1143024_evauea,1143026_initri,1143026_lastri,1143026_karcal,1143026_intcal,1143026_evauea,1151038_initri,1151038_lastri,1151038_intcal,1151038_karcal,1151038_laseva,1151038_inteva,1151039_initri,1151039_lastri,1151039_karcal,1151039_intcal,1151039_evauea,1151042_initri,1151042_lastri,1151042_karcal,1151042_intcal,1151042_evauea,1153001_initri,1153001_lastri,1153001_karcal,1153001_intcal,1153001_evauea,1154001_initri,1154001_lastri,1154001_karcal,1154001_intcal,1154001_evauea,1154029_initri,1154029_lastri,1154029_karcal,1154029_intcal,1154029_evauea,1200100_initri,1200100_lastri,1200100_karcal,1200100_intcal,1200100_evauea,1200101_initri,1200101_lastri,1200101_karcal,1200101_intcal,1200101_evauea,1100038_evauea,1100096_evauea,1100938_evauea,1111081_evauea,1112043_laseva,1112043_inteva,1113046_evauea,1113086_evauea,1113087_evauea,1111079_evauea,1111092_evauea,1151038_evauea,1100039_laseva,1100039_inteva,1100040_laseva,1100040_inteva,1100041_laseva,1100041_inteva,1100076_laseva,1100076_inteva,1100078_laseva,1100078_inteva,1100086_laseva,1100086_inteva,1100104_laseva,1100104_inteva,1100114_laseva,1100114_inteva,1111083_laseva,1111083_inteva,1111090_laseva,1111090_inteva,1111093_laseva,1111093_inteva,1112015_laseva,1112015_inteva,1112029_laseva,1112029_inteva,1112030_laseva,1112030_inteva,1112041_laseva,1112041_inteva,1121037_laseva,1121037_inteva,1121040_laseva,1121040_inteva,1123021_laseva,1123021_inteva,1123034_laseva,1123034_inteva,1123039_laseva,1123039_inteva,1123044_laseva,1123044_inteva,1123055_laseva,1123055_inteva,1123056_laseva,1123056_inteva,1124001_laseva,1124001_inteva,1124003_laseva,1124003_inteva,1124005_laseva,1124005_inteva,1124048_laseva,1124048_inteva,1124049_laseva,1124049_inteva,1124050_laseva,1124050_inteva,1131021_laseva,1131021_inteva,1131022_laseva,1131022_inteva,1131059_laseva,1131059_inteva,1131060_laseva,1131060_inteva,1131061_laseva,1131061_inteva,1131062_laseva,1131062_inteva,1131065_laseva,1131065_inteva,1131070_laseva,1131070_inteva,1131071_laseva,1131071_inteva,1131072_laseva,1131072_inteva,1131073_laseva,1131073_inteva,1131074_laseva,1131074_inteva,1131075_laseva,1131075_inteva,1131076_laseva,1131076_inteva,1131081_laseva,1131081_inteva,1131084_laseva,1131084_inteva,1131086_laseva,1131086_inteva,1132093_laseva,1132093_inteva,1133048_laseva,1133048_inteva,1133061_laseva,1133061_inteva,1151039_laseva,1151039_inteva,1153001_laseva,1153001_inteva,1154001_laseva,1154001_inteva,1200100_laseva,1200100_inteva,1100080_laseva,1100080_inteva,1100088_laseva,1100088_inteva,1131001_laseva,1131001_inteva,1131082_laseva,1131082_inteva,1131085_laseva,1131085_inteva,1132001_laseva,1132001_inteva,1132067_laseva,1132067_inteva,1137006_laseva,1137006_inteva,1151042_laseva,1151042_inteva,1154029_laseva,1154029_inteva,1100073_laseva,1100073_inteva,1100082_laseva,1100082_inteva,1131031_laseva,1131031_inteva,1131080_laseva,1131080_inteva,1131083_laseva,1131083_inteva,1100079_laseva,1100079_inteva,1100089_laseva,1100089_inteva,1100075_laseva,1100075_inteva,1132099_laseva,1132099_inteva,1100081_laseva,1100081_inteva,1111044_laseva,1111044_inteva,1132026_laseva,1132026_inteva,1100074_laseva,1100074_inteva,1143024_laseva,1143024_inteva,1100141_laseva,1100141_inteva,1131068_laseva,1131068_inteva,1100095_laseva,1100095_inteva,1200101_laseva,1200101_inteva,1100090_laseva,1100090_inteva,1100037_evauea,1100084_laseva,1100084_inteva,1131067_laseva,1131067_inteva,1111034_laseva,1111034_inteva,1111054_laseva,1111054_inteva,1100142_laseva,1100142_inteva,1131090_laseva,1131090_inteva,1131088_laseva,1131088_inteva,1100091_laseva,1100091_inteva,1131069_laseva,1131069_inteva,1100099_laseva,1100099_inteva,1100910_laseva,1100910_inteva,1100085_laseva,1100085_inteva,1112013_evauea,1100083_laseva,1100083_inteva,1143026_laseva,1143026_inteva,1100094_laseva,1100094_inteva,1100124_laseva,1100124_inteva,1124024_laseva,1124024_inteva,1100092_laseva,1100092_inteva,1141003_laseva,1141003_inteva
0,baja,15,72.0,3.0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8.0,8,0.0,2.0,15,15,4.0,4,0.0,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,8.0,8,0.0,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.0,8,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,8.0,8,0.0,2.0,2,2,10.0,10,0.0,2.0,3,7,4.0,4,0.0,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,15,15,4.0,4,0.0,2.0,0,0,0,0.0,0.0,2,3,6.0,8,0.0,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,8.0,8,0.0,2.0,0,0,0,0.0,0.0,2,3,6.0,8,0.0,2.0,1,2,5.333333333333333,8,0.0,1.6666666666666667,1,1,8.0,8,0.0,2.0,3,3,8.0,8,0.0,2.0,3,3,10.0,10,0.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,15,15,4.0,4,0.0,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,baja,5,42.0,0.0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8.0,8,0.0,2.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,6.0,6,0.0,1.0,3,4,4.5,6,0.0,1.5,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5,5,4.0,4,0.0,2.0,0,0,0,0.0,0.0,1,1,10.0,10,0.0,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,1,1,8.0,8,0.0,2.0,3,5,4,4.0,0.0,0,0,0.0,0,0.0,0.0,3,5,4.0,4,0.0,1.6666666666666667,1,1,8.0,8,0.0,2.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,5,5,4.0,4,0.0,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
