Metricas de clasificación para estado,accuracy,recall,precision,f1 score,balanced accuracy,log loss,average precision,roc auc,matthews corrcoef
0,0.9583333333333334,0.9583333333333334,0.9611872146118721,0.9580199154667238,0.9519230769230769,1.5018188912132147,0.9707107665058761,0.9725678733031675,0.9175722767361563
1,0.9416666666666667,0.9416666666666667,0.9470394736842105,0.9409255898366606,0.9313725490196079,2.1025464476985007,0.9365452083157696,0.9545325376527423,0.8850320523834886
2,0.9416666666666667,0.9416666666666667,0.9470394736842105,0.9409255898366606,0.9313725490196079,2.1025464476985003,0.9901137996698258,0.9880647911338449,0.8850320523834886
3,0.9333333333333333,0.9333333333333333,0.9402597402597404,0.932322937918974,0.9215686274509804,2.1181076021503946,0.8873818922761109,0.9289570900824098,0.8692172220268021
4,0.925,0.925,0.9336538461538461,0.9236668861092825,0.9117647058823529,2.7032740041837866,0.9478291008638051,0.9531116794543903,0.8535260905973037
5,0.8916666666666667,0.8916666666666667,0.9088414634146341,0.8884180370563286,0.8725490196078431,1.8218442649882376,0.9395038818089342,0.9624893435635123,0.7918161025867296
6,0.575,0.575,0.330625,0.41984126984126985,0.5,1.0173449504971768,0.9448278797710477,0.9633418584825234,0.0
7,0.5714285714285714,0.5714285714285714,0.32653061224489793,0.41558441558441556,0.5,1.9003312806085413,0.9376817312498604,0.9509803921568628,0.0
8,0.5666666666666667,0.5666666666666667,0.32111111111111107,0.40992907801418443,0.5,1.6176148974387947,0.9491571647192945,0.9635180995475112,0.0
9,0.5714285714285714,0.5714285714285714,0.32653061224489793,0.41558441558441556,0.5,10.89468024014978,0.9604360280539934,0.9783737024221454,0.0
