Metricas para cada modelo,time lapsed,loss
0,13683843500,0.20414067563151678
1,13820915600,0.22761925730069227
2,14339812400,0.2417793249106047
3,16523879800,0.3403653209683449
4,14655524300,0.38457977291432016
5,13956145600,0.4372497452197343
6,13867293800,0.4939778636430368
7,13935156900,0.5037206855270815
8,13884593700,0.5046117244840035
9,12788806800,0.6356191047009079
