Metricas para cada etiqueta,estado
accuracy,0.7876190476190476
recall,0.7876190476190476
precision,0.6942818547409422
f1 score,0.7245218135248915
balanced accuracy,0.752055052790347
log loss,2.778010902662693
average precision,0.9464187453234516
roc auc,0.9615937367799109
matthews corrcoef,0.5202195796713969
