Alumno,creditos obligatorios,creditos optativos,1100021_ini,1100022_ini,1100023_ini,1100024_ini,1100025_ini,1100026_ini,1100037_ini,1100038_ini,1100039_ini,1100040_ini,1100041_ini,1100073_ini,1100074_ini,1100075_ini,1100076_ini,1100077_ini,1100078_ini,1100079_ini,1100080_ini,1100081_ini,1100082_ini,1100083_ini,1100084_ini,1100085_ini,1100086_ini,1100087_ini,1100088_ini,1100089_ini,1100090_ini,1100091_ini,1100092_ini,1100093_ini,1100094_ini,1100095_ini,1100096_ini,1100099_ini,1100102_ini,1100112_ini,1100122_ini,1100132_ini,1100141_ini,1100142_ini,1100143_ini,1100901_ini,1100902_ini,1100903_ini,1100907_ini,1100908_ini,1100910_ini,1100917_ini,1100918_ini,1100919_ini,1100920_ini,1100921_ini,1100922_ini,1100923_ini,1100924_ini,1100925_ini,1100926_ini,1100928_ini,1100938_ini,1100940_ini,1100941_ini,1111078_ini,1111079_ini,1111081_ini,1111083_ini,1111092_ini,1111093_ini,1112005_ini,1112013_ini,1112015_ini,1112016_ini,1112029_ini,1112030_ini,1112042_ini,1112043_ini,1113046_ini,1113084_ini,1113085_ini,1113086_ini,1113087_ini,1131028_ini,1132001_ini,1132009_ini,1132054_ini,1132087_ini,1132088_ini,1132089_ini,1132090_ini,1132097_ini,1133048_ini,1134002_ini,1134003_ini,1134004_ini,1134005_ini,1134006_ini,1134007_ini,1135007_ini,1135062_ini,1135096_ini,1136005_ini,1136027_ini,1137006_ini,1140005_ini,1140006_ini,1140011_ini,1140012_ini,1142006_ini,1142020_ini,1142021_ini,1142022_ini,1142023_ini,1142024_ini,1142025_ini,1142028_ini,1142030_ini,1142031_ini,1142033_ini,1142035_ini,1142036_ini,1142037_ini,1142038_ini,1142039_ini,1142040_ini,1142041_ini,1142042_ini,1142043_ini,1142044_ini,1143013_ini,1143018_ini,1143019_ini,1143021_ini,1143022_ini,1143033_ini,1143035_ini,1143038_ini,1143039_ini,1143040_ini,1143042_ini,1143045_ini,1143046_ini,1143047_ini,1143048_ini,1143050_ini,1143051_ini,1143052_ini,1143053_ini,1143054_ini,1143055_ini,1143056_ini,1143057_ini,1144006_ini,1144008_ini,1144011_ini,1144012_ini,1144014_ini,1144016_ini,1144017_ini,1144018_ini,1144019_ini,1144024_ini,1144026_ini,1144027_ini,1144028_ini,1144029_ini,1144030_ini,1144031_ini,1144032_ini,1144034_ini,1144035_ini,1144036_ini,1144037_ini,1144038_ini,1151038_ini,1151039_ini,1152001_ini,1153001_ini,1153005_ini,1153006_ini,1154001_ini,1154015_ini,1154016_ini,1154025_ini,1154029_ini,1154058_ini,1155005_ini,1155006_ini,1200100_ini,1200101_ini,1100021_cal,1100022_cal,1100023_cal,1100024_cal,1100025_cal,1100026_cal,1100037_cal,1100038_cal,1100039_cal,1100040_cal,1100041_cal,1100073_cal,1100074_cal,1100075_cal,1100076_cal,1100077_cal,1100078_cal,1100079_cal,1100080_cal,1100081_cal,1100082_cal,1100083_cal,1100084_cal,1100085_cal,1100086_cal,1100087_cal,1100088_cal,1100089_cal,1100090_cal,1100091_cal,1100092_cal,1100093_cal,1100094_cal,1100095_cal,1100096_cal,1100099_cal,1100102_cal,1100112_cal,1100122_cal,1100132_cal,1100141_cal,1100142_cal,1100143_cal,1100901_cal,1100902_cal,1100903_cal,1100907_cal,1100908_cal,1100910_cal,1100917_cal,1100918_cal,1100919_cal,1100920_cal,1100921_cal,1100922_cal,1100923_cal,1100924_cal,1100925_cal,1100926_cal,1100928_cal,1100938_cal,1100940_cal,1100941_cal,1111078_cal,1111079_cal,1111081_cal,1111083_cal,1111092_cal,1111093_cal,1112005_cal,1112013_cal,1112015_cal,1112016_cal,1112029_cal,1112030_cal,1112042_cal,1112043_cal,1113046_cal,1113084_cal,1113085_cal,1113086_cal,1113087_cal,1131028_cal,1132001_cal,1132009_cal,1132054_cal,1132087_cal,1132088_cal,1132089_cal,1132090_cal,1132097_cal,1133048_cal,1134002_cal,1134003_cal,1134004_cal,1134005_cal,1134006_cal,1134007_cal,1135007_cal,1135062_cal,1135096_cal,1136005_cal,1136027_cal,1137006_cal,1140005_cal,1140006_cal,1140011_cal,1140012_cal,1142006_cal,1142020_cal,1142021_cal,1142022_cal,1142023_cal,1142024_cal,1142025_cal,1142028_cal,1142030_cal,1142031_cal,1142033_cal,1142035_cal,1142036_cal,1142037_cal,1142038_cal,1142039_cal,1142040_cal,1142041_cal,1142042_cal,1142043_cal,1142044_cal,1143013_cal,1143018_cal,1143019_cal,1143021_cal,1143022_cal,1143033_cal,1143035_cal,1143038_cal,1143039_cal,1143040_cal,1143042_cal,1143045_cal,1143046_cal,1143047_cal,1143048_cal,1143050_cal,1143051_cal,1143052_cal,1143053_cal,1143054_cal,1143055_cal,1143056_cal,1143057_cal,1144006_cal,1144008_cal,1144011_cal,1144012_cal,1144014_cal,1144016_cal,1144017_cal,1144018_cal,1144019_cal,1144024_cal,1144026_cal,1144027_cal,1144028_cal,1144029_cal,1144030_cal,1144031_cal,1144032_cal,1144034_cal,1144035_cal,1144036_cal,1144037_cal,1144038_cal,1151038_cal,1151039_cal,1152001_cal,1153001_cal,1153005_cal,1153006_cal,1154001_cal,1154015_cal,1154016_cal,1154025_cal,1154029_cal,1154058_cal,1155005_cal,1155006_cal,1200100_cal,1200101_cal,1100021_int,1100022_int,1100023_int,1100024_int,1100025_int,1100026_int,1100037_int,1100038_int,1100039_int,1100040_int,1100041_int,1100073_int,1100074_int,1100075_int,1100076_int,1100077_int,1100078_int,1100079_int,1100080_int,1100081_int,1100082_int,1100083_int,1100084_int,1100085_int,1100086_int,1100087_int,1100088_int,1100089_int,1100090_int,1100091_int,1100092_int,1100093_int,1100094_int,1100095_int,1100096_int,1100099_int,1100102_int,1100112_int,1100122_int,1100132_int,1100141_int,1100142_int,1100143_int,1100901_int,1100902_int,1100903_int,1100907_int,1100908_int,1100910_int,1100917_int,1100918_int,1100919_int,1100920_int,1100921_int,1100922_int,1100923_int,1100924_int,1100925_int,1100926_int,1100928_int,1100938_int,1100940_int,1100941_int,1111078_int,1111079_int,1111081_int,1111083_int,1111092_int,1111093_int,1112005_int,1112013_int,1112015_int,1112016_int,1112029_int,1112030_int,1112042_int,1112043_int,1113046_int,1113084_int,1113085_int,1113086_int,1113087_int,1131028_int,1132001_int,1132009_int,1132054_int,1132087_int,1132088_int,1132089_int,1132090_int,1132097_int,1133048_int,1134002_int,1134003_int,1134004_int,1134005_int,1134006_int,1134007_int,1135007_int,1135062_int,1135096_int,1136005_int,1136027_int,1137006_int,1140005_int,1140006_int,1140011_int,1140012_int,1142006_int,1142020_int,1142021_int,1142022_int,1142023_int,1142024_int,1142025_int,1142028_int,1142030_int,1142031_int,1142033_int,1142035_int,1142036_int,1142037_int,1142038_int,1142039_int,1142040_int,1142041_int,1142042_int,1142043_int,1142044_int,1143013_int,1143018_int,1143019_int,1143021_int,1143022_int,1143033_int,1143035_int,1143038_int,1143039_int,1143040_int,1143042_int,1143045_int,1143046_int,1143047_int,1143048_int,1143050_int,1143051_int,1143052_int,1143053_int,1143054_int,1143055_int,1143056_int,1143057_int,1144006_int,1144008_int,1144011_int,1144012_int,1144014_int,1144016_int,1144017_int,1144018_int,1144019_int,1144024_int,1144026_int,1144027_int,1144028_int,1144029_int,1144030_int,1144031_int,1144032_int,1144034_int,1144035_int,1144036_int,1144037_int,1144038_int,1151038_int,1151039_int,1152001_int,1153001_int,1153005_int,1153006_int,1154001_int,1154015_int,1154016_int,1154025_int,1154029_int,1154058_int,1155005_int,1155006_int,1200100_int,1200101_int,1100021_REC,1100022_REC,1100023_REC,1100024_REC,1100025_REC,1100026_REC,1100037_REC,1100038_REC,1100039_REC,1100040_REC,1100041_REC,1100073_REC,1100074_REC,1100075_REC,1100076_REC,1100077_REC,1100078_REC,1100079_REC,1100080_REC,1100081_REC,1100082_REC,1100083_REC,1100084_REC,1100085_REC,1100086_REC,1100087_REC,1100088_REC,1100089_REC,1100090_REC,1100091_REC,1100092_REC,1100093_REC,1100094_REC,1100095_REC,1100096_REC,1100099_REC,1100102_REC,1100112_REC,1100122_REC,1100132_REC,1100141_REC,1100142_REC,1100143_REC,1100901_REC,1100902_REC,1100903_REC,1100907_REC,1100908_REC,1100910_REC,1100917_REC,1100918_REC,1100919_REC,1100920_REC,1100921_REC,1100922_REC,1100923_REC,1100924_REC,1100925_REC,1100926_REC,1100928_REC,1100938_REC,1100940_REC,1100941_REC,1111078_REC,1111079_REC,1111081_REC,1111083_REC,1111092_REC,1111093_REC,1112005_REC,1112013_REC,1112015_REC,1112016_REC,1112029_REC,1112030_REC,1112042_REC,1112043_REC,1113046_REC,1113084_REC,1113085_REC,1113086_REC,1113087_REC,1131028_REC,1132001_REC,1132009_REC,1132054_REC,1132087_REC,1132088_REC,1132089_REC,1132090_REC,1132097_REC,1133048_REC,1134002_REC,1134003_REC,1134004_REC,1134005_REC,1134006_REC,1134007_REC,1135007_REC,1135062_REC,1135096_REC,1136005_REC,1136027_REC,1137006_REC,1140005_REC,1140006_REC,1140011_REC,1140012_REC,1142006_REC,1142020_REC,1142021_REC,1142022_REC,1142023_REC,1142024_REC,1142025_REC,1142028_REC,1142030_REC,1142031_REC,1142033_REC,1142035_REC,1142036_REC,1142037_REC,1142038_REC,1142039_REC,1142040_REC,1142041_REC,1142042_REC,1142043_REC,1142044_REC,1143013_REC,1143018_REC,1143019_REC,1143021_REC,1143022_REC,1143033_REC,1143035_REC,1143038_REC,1143039_REC,1143040_REC,1143042_REC,1143045_REC,1143046_REC,1143047_REC,1143048_REC,1143050_REC,1143051_REC,1143052_REC,1143053_REC,1143054_REC,1143055_REC,1143056_REC,1143057_REC,1144006_REC,1144008_REC,1144011_REC,1144012_REC,1144014_REC,1144016_REC,1144017_REC,1144018_REC,1144019_REC,1144024_REC,1144026_REC,1144027_REC,1144028_REC,1144029_REC,1144030_REC,1144031_REC,1144032_REC,1144034_REC,1144035_REC,1144036_REC,1144037_REC,1144038_REC,1151038_REC,1151039_REC,1152001_REC,1153001_REC,1153005_REC,1153006_REC,1154001_REC,1154015_REC,1154016_REC,1154025_REC,1154029_REC,1154058_REC,1155005_REC,1155006_REC,1200100_REC,1200101_REC,1100021_GLO,1100022_GLO,1100023_GLO,1100024_GLO,1100025_GLO,1100026_GLO,1100037_GLO,1100038_GLO,1100039_GLO,1100040_GLO,1100041_GLO,1100073_GLO,1100074_GLO,1100075_GLO,1100076_GLO,1100077_GLO,1100078_GLO,1100079_GLO,1100080_GLO,1100081_GLO,1100082_GLO,1100083_GLO,1100084_GLO,1100085_GLO,1100086_GLO,1100087_GLO,1100088_GLO,1100089_GLO,1100090_GLO,1100091_GLO,1100092_GLO,1100093_GLO,1100094_GLO,1100095_GLO,1100096_GLO,1100099_GLO,1100102_GLO,1100112_GLO,1100122_GLO,1100132_GLO,1100141_GLO,1100142_GLO,1100143_GLO,1100901_GLO,1100902_GLO,1100903_GLO,1100907_GLO,1100908_GLO,1100910_GLO,1100917_GLO,1100918_GLO,1100919_GLO,1100920_GLO,1100921_GLO,1100922_GLO,1100923_GLO,1100924_GLO,1100925_GLO,1100926_GLO,1100928_GLO,1100938_GLO,1100940_GLO,1100941_GLO,1111078_GLO,1111079_GLO,1111081_GLO,1111083_GLO,1111092_GLO,1111093_GLO,1112005_GLO,1112013_GLO,1112015_GLO,1112016_GLO,1112029_GLO,1112030_GLO,1112042_GLO,1112043_GLO,1113046_GLO,1113084_GLO,1113085_GLO,1113086_GLO,1113087_GLO,1131028_GLO,1132001_GLO,1132009_GLO,1132054_GLO,1132087_GLO,1132088_GLO,1132089_GLO,1132090_GLO,1132097_GLO,1133048_GLO,1134002_GLO,1134003_GLO,1134004_GLO,1134005_GLO,1134006_GLO,1134007_GLO,1135007_GLO,1135062_GLO,1135096_GLO,1136005_GLO,1136027_GLO,1137006_GLO,1140005_GLO,1140006_GLO,1140011_GLO,1140012_GLO,1142006_GLO,1142020_GLO,1142021_GLO,1142022_GLO,1142023_GLO,1142024_GLO,1142025_GLO,1142028_GLO,1142030_GLO,1142031_GLO,1142033_GLO,1142035_GLO,1142036_GLO,1142037_GLO,1142038_GLO,1142039_GLO,1142040_GLO,1142041_GLO,1142042_GLO,1142043_GLO,1142044_GLO,1143013_GLO,1143018_GLO,1143019_GLO,1143021_GLO,1143022_GLO,1143033_GLO,1143035_GLO,1143038_GLO,1143039_GLO,1143040_GLO,1143042_GLO,1143045_GLO,1143046_GLO,1143047_GLO,1143048_GLO,1143050_GLO,1143051_GLO,1143052_GLO,1143053_GLO,1143054_GLO,1143055_GLO,1143056_GLO,1143057_GLO,1144006_GLO,1144008_GLO,1144011_GLO,1144012_GLO,1144014_GLO,1144016_GLO,1144017_GLO,1144018_GLO,1144019_GLO,1144024_GLO,1144026_GLO,1144027_GLO,1144028_GLO,1144029_GLO,1144030_GLO,1144031_GLO,1144032_GLO,1144034_GLO,1144035_GLO,1144036_GLO,1144037_GLO,1144038_GLO,1151038_GLO,1151039_GLO,1152001_GLO,1153001_GLO,1153005_GLO,1153006_GLO,1154001_GLO,1154015_GLO,1154016_GLO,1154025_GLO,1154029_GLO,1154058_GLO,1155005_GLO,1155006_GLO,1200100_GLO,1200101_GLO
0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,0.0,10.0,8.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
