Metricas para cada modelo,time lapsed,loss
0,14018114000,0.22098874246060998
1,11743533200,0.2326833481411435
2,11113227800,0.3266297149310932
3,11226167800,0.42462051493920844
4,11560291500,0.4302726399092784
5,11038227400,0.5459708390040485
6,11465708600,0.5502011420607691
7,12070887000,0.5509333359051807
8,11072322800,0.5531840507532462
9,12269101500,0.5570903162445122
