Metricas para cada etiqueta,estado
accuracy,0.8069380440348184
recall,0.8069380440348184
precision,0.8711346956897336
f1 score,0.7871099846748855
balanced accuracy,0.8036021505376345
log loss,2.4982239431532074
average precision,0.9513351242712613
roc auc,0.9658310570586194
matthews corrcoef,0.6663571933125491
