Alumno,creditos obligatorios,creditos optativos,1100021_ini,1100022_ini,1100023_ini,1100024_ini,1100025_ini,1100026_ini,1100037_ini,1100038_ini,1100039_ini,1100040_ini,1100041_ini,1100073_ini,1100074_ini,1100075_ini,1100076_ini,1100077_ini,1100078_ini,1100079_ini,1100080_ini,1100081_ini,1100082_ini,1100083_ini,1100084_ini,1100085_ini,1100086_ini,1100087_ini,1100088_ini,1100089_ini,1100090_ini,1100091_ini,1100092_ini,1100093_ini,1100094_ini,1100095_ini,1100096_ini,1100099_ini,1100109_ini,1100119_ini,1100129_ini,1100139_ini,1100141_ini,1100142_ini,1100143_ini,1100901_ini,1100902_ini,1100903_ini,1100907_ini,1100908_ini,1100910_ini,1100917_ini,1100918_ini,1100919_ini,1100920_ini,1100921_ini,1100922_ini,1100923_ini,1100924_ini,1100925_ini,1100926_ini,1100928_ini,1100938_ini,1100940_ini,1100941_ini,1111077_ini,1111078_ini,1111079_ini,1111081_ini,1111083_ini,1111090_ini,1111092_ini,1111093_ini,1111094_ini,1112005_ini,1112013_ini,1112015_ini,1112017_ini,1112029_ini,1112030_ini,1112042_ini,1112043_ini,1113018_ini,1113046_ini,1113047_ini,1113069_ini,1113070_ini,1113084_ini,1113085_ini,1113086_ini,1113087_ini,1132052_ini,1133014_ini,1133015_ini,1133019_ini,1133048_ini,1133049_ini,1133061_ini,1136005_ini,1141006_ini,1145001_ini,1145031_ini,1145045_ini,1145046_ini,1145052_ini,1145053_ini,1145054_ini,1145055_ini,1145056_ini,1145057_ini,1145058_ini,1145059_ini,1145060_ini,1145061_ini,1145062_ini,1145063_ini,1145064_ini,1145065_ini,1145066_ini,1145068_ini,1145069_ini,1145070_ini,1145071_ini,1145072_ini,1145073_ini,1145075_ini,1145076_ini,1145077_ini,1145078_ini,1145079_ini,1145080_ini,1145081_ini,1145082_ini,1145083_ini,1145084_ini,1145085_ini,1145086_ini,1145087_ini,1145088_ini,1145089_ini,1145090_ini,1145091_ini,1145092_ini,1145093_ini,1145094_ini,1145095_ini,1145096_ini,1145097_ini,1145098_ini,1145099_ini,1146000_ini,1146001_ini,1146002_ini,1146003_ini,1146004_ini,1146005_ini,1146006_ini,1146007_ini,1146008_ini,1146009_ini,1146010_ini,1146011_ini,1146012_ini,1146013_ini,1146014_ini,1146015_ini,1146016_ini,1146025_ini,1146026_ini,1146027_ini,1146028_ini,1146029_ini,1146030_ini,1146031_ini,1146032_ini,1146033_ini,1146034_ini,1146035_ini,1146036_ini,1146037_ini,1146038_ini,1146039_ini,1146040_ini,1146041_ini,1151038_ini,1151039_ini,1153001_ini,1200100_ini,1200101_ini,1100021_cal,1100022_cal,1100023_cal,1100024_cal,1100025_cal,1100026_cal,1100037_cal,1100038_cal,1100039_cal,1100040_cal,1100041_cal,1100073_cal,1100074_cal,1100075_cal,1100076_cal,1100077_cal,1100078_cal,1100079_cal,1100080_cal,1100081_cal,1100082_cal,1100083_cal,1100084_cal,1100085_cal,1100086_cal,1100087_cal,1100088_cal,1100089_cal,1100090_cal,1100091_cal,1100092_cal,1100093_cal,1100094_cal,1100095_cal,1100096_cal,1100099_cal,1100109_cal,1100119_cal,1100129_cal,1100139_cal,1100141_cal,1100142_cal,1100143_cal,1100901_cal,1100902_cal,1100903_cal,1100907_cal,1100908_cal,1100910_cal,1100917_cal,1100918_cal,1100919_cal,1100920_cal,1100921_cal,1100922_cal,1100923_cal,1100924_cal,1100925_cal,1100926_cal,1100928_cal,1100938_cal,1100940_cal,1100941_cal,1111077_cal,1111078_cal,1111079_cal,1111081_cal,1111083_cal,1111090_cal,1111092_cal,1111093_cal,1111094_cal,1112005_cal,1112013_cal,1112015_cal,1112017_cal,1112029_cal,1112030_cal,1112042_cal,1112043_cal,1113018_cal,1113046_cal,1113047_cal,1113069_cal,1113070_cal,1113084_cal,1113085_cal,1113086_cal,1113087_cal,1132052_cal,1133014_cal,1133015_cal,1133019_cal,1133048_cal,1133049_cal,1133061_cal,1136005_cal,1141006_cal,1145001_cal,1145031_cal,1145045_cal,1145046_cal,1145052_cal,1145053_cal,1145054_cal,1145055_cal,1145056_cal,1145057_cal,1145058_cal,1145059_cal,1145060_cal,1145061_cal,1145062_cal,1145063_cal,1145064_cal,1145065_cal,1145066_cal,1145068_cal,1145069_cal,1145070_cal,1145071_cal,1145072_cal,1145073_cal,1145075_cal,1145076_cal,1145077_cal,1145078_cal,1145079_cal,1145080_cal,1145081_cal,1145082_cal,1145083_cal,1145084_cal,1145085_cal,1145086_cal,1145087_cal,1145088_cal,1145089_cal,1145090_cal,1145091_cal,1145092_cal,1145093_cal,1145094_cal,1145095_cal,1145096_cal,1145097_cal,1145098_cal,1145099_cal,1146000_cal,1146001_cal,1146002_cal,1146003_cal,1146004_cal,1146005_cal,1146006_cal,1146007_cal,1146008_cal,1146009_cal,1146010_cal,1146011_cal,1146012_cal,1146013_cal,1146014_cal,1146015_cal,1146016_cal,1146025_cal,1146026_cal,1146027_cal,1146028_cal,1146029_cal,1146030_cal,1146031_cal,1146032_cal,1146033_cal,1146034_cal,1146035_cal,1146036_cal,1146037_cal,1146038_cal,1146039_cal,1146040_cal,1146041_cal,1151038_cal,1151039_cal,1153001_cal,1200100_cal,1200101_cal,1100021_int,1100022_int,1100023_int,1100024_int,1100025_int,1100026_int,1100037_int,1100038_int,1100039_int,1100040_int,1100041_int,1100073_int,1100074_int,1100075_int,1100076_int,1100077_int,1100078_int,1100079_int,1100080_int,1100081_int,1100082_int,1100083_int,1100084_int,1100085_int,1100086_int,1100087_int,1100088_int,1100089_int,1100090_int,1100091_int,1100092_int,1100093_int,1100094_int,1100095_int,1100096_int,1100099_int,1100109_int,1100119_int,1100129_int,1100139_int,1100141_int,1100142_int,1100143_int,1100901_int,1100902_int,1100903_int,1100907_int,1100908_int,1100910_int,1100917_int,1100918_int,1100919_int,1100920_int,1100921_int,1100922_int,1100923_int,1100924_int,1100925_int,1100926_int,1100928_int,1100938_int,1100940_int,1100941_int,1111077_int,1111078_int,1111079_int,1111081_int,1111083_int,1111090_int,1111092_int,1111093_int,1111094_int,1112005_int,1112013_int,1112015_int,1112017_int,1112029_int,1112030_int,1112042_int,1112043_int,1113018_int,1113046_int,1113047_int,1113069_int,1113070_int,1113084_int,1113085_int,1113086_int,1113087_int,1132052_int,1133014_int,1133015_int,1133019_int,1133048_int,1133049_int,1133061_int,1136005_int,1141006_int,1145001_int,1145031_int,1145045_int,1145046_int,1145052_int,1145053_int,1145054_int,1145055_int,1145056_int,1145057_int,1145058_int,1145059_int,1145060_int,1145061_int,1145062_int,1145063_int,1145064_int,1145065_int,1145066_int,1145068_int,1145069_int,1145070_int,1145071_int,1145072_int,1145073_int,1145075_int,1145076_int,1145077_int,1145078_int,1145079_int,1145080_int,1145081_int,1145082_int,1145083_int,1145084_int,1145085_int,1145086_int,1145087_int,1145088_int,1145089_int,1145090_int,1145091_int,1145092_int,1145093_int,1145094_int,1145095_int,1145096_int,1145097_int,1145098_int,1145099_int,1146000_int,1146001_int,1146002_int,1146003_int,1146004_int,1146005_int,1146006_int,1146007_int,1146008_int,1146009_int,1146010_int,1146011_int,1146012_int,1146013_int,1146014_int,1146015_int,1146016_int,1146025_int,1146026_int,1146027_int,1146028_int,1146029_int,1146030_int,1146031_int,1146032_int,1146033_int,1146034_int,1146035_int,1146036_int,1146037_int,1146038_int,1146039_int,1146040_int,1146041_int,1151038_int,1151039_int,1153001_int,1200100_int,1200101_int,1100021_REC,1100022_REC,1100023_REC,1100024_REC,1100025_REC,1100026_REC,1100037_REC,1100038_REC,1100039_REC,1100040_REC,1100041_REC,1100073_REC,1100074_REC,1100075_REC,1100076_REC,1100077_REC,1100078_REC,1100079_REC,1100080_REC,1100081_REC,1100082_REC,1100083_REC,1100084_REC,1100085_REC,1100086_REC,1100087_REC,1100088_REC,1100089_REC,1100090_REC,1100091_REC,1100092_REC,1100093_REC,1100094_REC,1100095_REC,1100096_REC,1100099_REC,1100109_REC,1100119_REC,1100129_REC,1100139_REC,1100141_REC,1100142_REC,1100143_REC,1100901_REC,1100902_REC,1100903_REC,1100907_REC,1100908_REC,1100910_REC,1100917_REC,1100918_REC,1100919_REC,1100920_REC,1100921_REC,1100922_REC,1100923_REC,1100924_REC,1100925_REC,1100926_REC,1100928_REC,1100938_REC,1100940_REC,1100941_REC,1111077_REC,1111078_REC,1111079_REC,1111081_REC,1111083_REC,1111090_REC,1111092_REC,1111093_REC,1111094_REC,1112005_REC,1112013_REC,1112015_REC,1112017_REC,1112029_REC,1112030_REC,1112042_REC,1112043_REC,1113018_REC,1113046_REC,1113047_REC,1113069_REC,1113070_REC,1113084_REC,1113085_REC,1113086_REC,1113087_REC,1132052_REC,1133014_REC,1133015_REC,1133019_REC,1133048_REC,1133049_REC,1133061_REC,1136005_REC,1141006_REC,1145001_REC,1145031_REC,1145045_REC,1145046_REC,1145052_REC,1145053_REC,1145054_REC,1145055_REC,1145056_REC,1145057_REC,1145058_REC,1145059_REC,1145060_REC,1145061_REC,1145062_REC,1145063_REC,1145064_REC,1145065_REC,1145066_REC,1145068_REC,1145069_REC,1145070_REC,1145071_REC,1145072_REC,1145073_REC,1145075_REC,1145076_REC,1145077_REC,1145078_REC,1145079_REC,1145080_REC,1145081_REC,1145082_REC,1145083_REC,1145084_REC,1145085_REC,1145086_REC,1145087_REC,1145088_REC,1145089_REC,1145090_REC,1145091_REC,1145092_REC,1145093_REC,1145094_REC,1145095_REC,1145096_REC,1145097_REC,1145098_REC,1145099_REC,1146000_REC,1146001_REC,1146002_REC,1146003_REC,1146004_REC,1146005_REC,1146006_REC,1146007_REC,1146008_REC,1146009_REC,1146010_REC,1146011_REC,1146012_REC,1146013_REC,1146014_REC,1146015_REC,1146016_REC,1146025_REC,1146026_REC,1146027_REC,1146028_REC,1146029_REC,1146030_REC,1146031_REC,1146032_REC,1146033_REC,1146034_REC,1146035_REC,1146036_REC,1146037_REC,1146038_REC,1146039_REC,1146040_REC,1146041_REC,1151038_REC,1151039_REC,1153001_REC,1200100_REC,1200101_REC,1100021_GLO,1100022_GLO,1100023_GLO,1100024_GLO,1100025_GLO,1100026_GLO,1100037_GLO,1100038_GLO,1100039_GLO,1100040_GLO,1100041_GLO,1100073_GLO,1100074_GLO,1100075_GLO,1100076_GLO,1100077_GLO,1100078_GLO,1100079_GLO,1100080_GLO,1100081_GLO,1100082_GLO,1100083_GLO,1100084_GLO,1100085_GLO,1100086_GLO,1100087_GLO,1100088_GLO,1100089_GLO,1100090_GLO,1100091_GLO,1100092_GLO,1100093_GLO,1100094_GLO,1100095_GLO,1100096_GLO,1100099_GLO,1100109_GLO,1100119_GLO,1100129_GLO,1100139_GLO,1100141_GLO,1100142_GLO,1100143_GLO,1100901_GLO,1100902_GLO,1100903_GLO,1100907_GLO,1100908_GLO,1100910_GLO,1100917_GLO,1100918_GLO,1100919_GLO,1100920_GLO,1100921_GLO,1100922_GLO,1100923_GLO,1100924_GLO,1100925_GLO,1100926_GLO,1100928_GLO,1100938_GLO,1100940_GLO,1100941_GLO,1111077_GLO,1111078_GLO,1111079_GLO,1111081_GLO,1111083_GLO,1111090_GLO,1111092_GLO,1111093_GLO,1111094_GLO,1112005_GLO,1112013_GLO,1112015_GLO,1112017_GLO,1112029_GLO,1112030_GLO,1112042_GLO,1112043_GLO,1113018_GLO,1113046_GLO,1113047_GLO,1113069_GLO,1113070_GLO,1113084_GLO,1113085_GLO,1113086_GLO,1113087_GLO,1132052_GLO,1133014_GLO,1133015_GLO,1133019_GLO,1133048_GLO,1133049_GLO,1133061_GLO,1136005_GLO,1141006_GLO,1145001_GLO,1145031_GLO,1145045_GLO,1145046_GLO,1145052_GLO,1145053_GLO,1145054_GLO,1145055_GLO,1145056_GLO,1145057_GLO,1145058_GLO,1145059_GLO,1145060_GLO,1145061_GLO,1145062_GLO,1145063_GLO,1145064_GLO,1145065_GLO,1145066_GLO,1145068_GLO,1145069_GLO,1145070_GLO,1145071_GLO,1145072_GLO,1145073_GLO,1145075_GLO,1145076_GLO,1145077_GLO,1145078_GLO,1145079_GLO,1145080_GLO,1145081_GLO,1145082_GLO,1145083_GLO,1145084_GLO,1145085_GLO,1145086_GLO,1145087_GLO,1145088_GLO,1145089_GLO,1145090_GLO,1145091_GLO,1145092_GLO,1145093_GLO,1145094_GLO,1145095_GLO,1145096_GLO,1145097_GLO,1145098_GLO,1145099_GLO,1146000_GLO,1146001_GLO,1146002_GLO,1146003_GLO,1146004_GLO,1146005_GLO,1146006_GLO,1146007_GLO,1146008_GLO,1146009_GLO,1146010_GLO,1146011_GLO,1146012_GLO,1146013_GLO,1146014_GLO,1146015_GLO,1146016_GLO,1146025_GLO,1146026_GLO,1146027_GLO,1146028_GLO,1146029_GLO,1146030_GLO,1146031_GLO,1146032_GLO,1146033_GLO,1146034_GLO,1146035_GLO,1146036_GLO,1146037_GLO,1146038_GLO,1146039_GLO,1146040_GLO,1146041_GLO,1151038_GLO,1151039_GLO,1153001_GLO,1200100_GLO,1200101_GLO
0,32,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,72,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
